Day 1,HOT! RESULTS,SUBMIT SCORES!,Quarter Lengths by Day,,,,,,,,
7/24/2026,11:00 AM,Group,NORTHWOOD HS,79,pt_O1,,pt_O3,,,,18B-079
7/24/2026,12:00 PM,Group,NORTHWOOD HS,88,pt_M2,,pt_M3,,,,18B-088
7/24/2026,1:00 PM,Group,NORTHWOOD HS,89,pt_R1,,pt_R3,,,,18B-089
7/24/2026,2:00 PM,Group,NORTHWOOD HS,94,pt_O1,,pt_O2,,,,18B-094
7/24/2026,3:00 PM,Group,NORTHWOOD HS,103,pt_M1,,pt_M3,,,,18B-103
7/24/2026,4:00 PM,Group,NORTHWOOD HS,104,pt_R2,,pt_R3,,,,18B-104
,,,,,,,,,,,
,,,CHAPMAN UNIVERSITY,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,7:00 AM,Group,CHAPMAN UNIVERSITY,65,pt_P2,,pt_P3,,,,18B-065
7/24/2026,8:00 AM,Group,CHAPMAN UNIVERSITY,70,pt_T1,,pt_T2,,,,18B-070
7/24/2026,9:00 AM,Group,CHAPMAN UNIVERSITY,75,pt_U1,,pt_U2,,,,18B-075
7/24/2026,10:00 AM,Group,CHAPMAN UNIVERSITY,80,pt_P1,,pt_P3,,,,18B-080
7/24/2026,11:00 AM,Group,CHAPMAN UNIVERSITY,85,pt_T1,,pt_T3,,,,18B-085
7/24/2026,12:00 PM,Group,CHAPMAN UNIVERSITY,90,pt_U1,,pt_U3,,,,18B-090
7/24/2026,1:00 PM,Group,CHAPMAN UNIVERSITY,95,pt_P1,,pt_P2,,,,18B-095
7/24/2026,2:00 PM,Group,CHAPMAN UNIVERSITY,100,pt_T2,,pt_T3,,,,18B-100
7/24/2026,3:00 PM,Group,CHAPMAN UNIVERSITY,105,pt_U2,,pt_U3,,,,18B-105
,BREAK,,,,,,,,,,
,BREAK,,,,,,,,,,
7/24/2026,6:00 PM,Play-in,CHAPMAN UNIVERSITY,109,3rd pt_P-,,1st pt_T-,,117,130,18B-109
7/24/2026,7:00 PM,Play-in,CHAPMAN UNIVERSITY,113,3rd pt_O-,,1st pt_U-,,125,138,18B-113
,,,,,,,,,,,
,,,WESTMINSTER HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,7:00 AM,Group,WESTMINSTER HS,61,au_U1,,au_U2,,,,18B-061
7/24/2026,8:00 AM,Group,WESTMINSTER HS,66,au_T1,,au_T2,,,,18B-066
7/24/2026,9:00 AM,Group,WESTMINSTER HS,71,au_N2,,au_N3,,,,18B-071
7/24/2026,10:00 AM,Group,WESTMINSTER HS,76,au_P2,,au_P3,,,,18B-076
7/24/2026,11:00 AM,Group,WESTMINSTER HS,81,au_T1,,au_T3,,,,18B-081
7/24/2026,12:00 PM,Group,WESTMINSTER HS,86,au_N1,,au_N3,,,,18B-086
7/24/2026,1:00 PM,Group,WESTMINSTER HS,91,au_P1,,au_P3,,,,18B-091
7/24/2026,2:00 PM,Group,WESTMINSTER HS,96,au_T2,,au_T3,,,,18B-096
7/24/2026,3:00 PM,Group,WESTMINSTER HS,101,au_N1,,au_N2,,,,18B-101
7/24/2026,4:00 PM,Group,WESTMINSTER HS,106,au_P1,,au_P2,,,,18B-106
,BREAK,,,,,,,,,,
7/24/2026,6:00 PM,Play-in,WESTMINSTER HS,110,3rd au_N-,,1st au_R-,,119,128,18B-110
7/24/2026,7:00 PM,Play-in,WESTMINSTER HS,114,3rd au_P-,,1st au_T-,,127,132,18B-114
,,,,,,,,,,,
,,,MARINA HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,7:00 AM,Group,MARINA HS,62,au_S1,,au_S2,,,,18B-062
7/24/2026,8:00 AM,Group,MARINA HS,67,au_M1,,au_M3,,,,18B-067
7/24/2026,9:00 AM,Group,MARINA HS,72,au_O2,,au_O3,,,,18B-072
7/24/2026,10:00 AM,Group,MARINA HS,102,au_U2,,au_U3,,,,18B-102
7/24/2026,11:00 AM,Group,MARINA HS,77,au_S1,,au_S3,,,,18B-077
7/24/2026,12:00 PM,Group,MARINA HS,82,au_M2,,au_M3,,,,18B-082
7/24/2026,1:00 PM,Group,MARINA HS,87,au_O1,,au_O3,,,,18B-087
7/24/2026,2:00 PM,Group,MARINA HS,92,au_S2,,au_S3,,,,18B-092
7/24/2026,3:00 PM,Group,MARINA HS,97,au_M1,,au_M2,,,,18B-097
7/24/2026,4:00 PM,Group,MARINA HS,107,au_O1,,au_O2,,,,18B-107
,BREAK,,,,,,,,,,
7/24/2026,6:00 PM,Play-in,MARINA HS,111,3rd au_M-,,1st au_S-,,131,136,18B-111
7/24/2026,7:00 PM,Play-in,MARINA HS,115,3rd au_O-,,1st au_U-,,123,140,18B-115
,,,,,,,,,,,
,,,JSERRA CHS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,7:00 AM,Group,JSERRA CHS,63,au_R1,,au_R2,,,,18B-063
7/24/2026,8:00 AM,Group,JSERRA CHS,69,pt_N2,,pt_N3,,,,18B-069
7/24/2026,9:00 AM,Group,JSERRA CHS,73,pt_S1,,pt_S2,,,,18B-073
7/24/2026,10:00 AM,Group,JSERRA CHS,78,au_R2,,au_R3,,,,18B-078
7/24/2026,11:00 AM,Group,JSERRA CHS,84,pt_N1,,pt_N3,,,,18B-084
7/24/2026,12:00 PM,Group,JSERRA CHS,93,pt_S1,,pt_S3,,,,18B-093
7/24/2026,1:00 PM,Group,JSERRA CHS,83,au_U1,,au_U3,,,,18B-083
7/24/2026,2:00 PM,Group,JSERRA CHS,99,pt_N1,,pt_N2,,,,18B-099
7/24/2026,3:00 PM,Group,JSERRA CHS,98,au_R1,,au_R3,,,,18B-098
7/24/2026,4:00 PM,Group,JSERRA CHS,108,pt_S2,,pt_S3,,,,18B-108
,BREAK,,,,,,,,,,
,BREAK,,,,,,,,,,
7/24/2026,7:00 PM,Play-in,JSERRA CHS,112,3rd pt_N-,,1st pt_R-,,129,126,18B-112
7/24/2026,8:00 PM,Play-in,JSERRA CHS,116,3rd pt_M-,,1st pt_S-,,121,134,18B-116
,,,,,,,,,,,
Day 3,,,,,,,,,,,
7/25/2026,,,,,,,,,,,
,,,JSERRA CHS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,5-8 v 9-12,JSERRA CHS,117,2nd pt_O-,,W109,,141,149,18B-117
7/25/2026,9:00 AM,5-8 v 9-12,JSERRA CHS,121,2nd pt_N-,,W116,,141,149,18B-121
7/25/2026,10:00 AM,5-8 v 9-12,JSERRA CHS,125,2nd pt_P-,,W113,,145,153,18B-125
7/25/2026,11:00 AM,5-8 v 9-12,JSERRA CHS,129,2nd pt_M-,,W112,,145,153,18B-129
7/25/2026,12:00 PM,1-2 v 3-4,JSERRA CHS,133,1st pt_M-,,1st pt_P-,,173,157,18B-133
7/25/2026,1:00 PM,1-2 v 3-4,JSERRA CHS,137,1st pt_N-,,1st pt_O-,,174,161,18B-137
7/25/2026,2:00 PM,5-6 v 7-8,JSERRA CHS,141,W117,,W121,,157,185,18B-141
7/25/2026,3:00 PM,5-6 v 7-8,JSERRA CHS,145,W125,,W129,,161,185,18B-145
7/25/2026,4:00 PM,9-12 semi,JSERRA CHS,149,L121,,L117,,182,181,18B-149
7/25/2026,5:00 PM,9-12 semi,JSERRA CHS,153,L129,,L125,,182,181,18B-153
7/25/2026,6:00 PM,qtr final,JSERRA CHS,157,L133,,W141,,174,186,18B-157
7/25/2026,7:00 PM,qtr final,JSERRA CHS,161,L137,,W145,,173,186,18B-161
,,,,,,,,,,,
,,,NEWPORT HARBOR HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,21-24 RR,NEWPORT HARBOR HS,118,3rd pt_U-,,3rd pt_R-,,,,18B-118
7/25/2026,9:00 AM,21-24 RR,NEWPORT HARBOR HS,122,3rd pt_T-,,3rd pt_S-,,,,18B-122
7/25/2026,10:00 AM,13-20 qtr,NEWPORT HARBOR HS,126,L112,,2nd pt_U-,,150,154,18B-126
7/25/2026,11:00 AM,13-20 qtr,NEWPORT HARBOR HS,130,L109,,2nd pt_S-,,150,154,18B-130
7/25/2026,12:00 PM,13-20 qtr,NEWPORT HARBOR HS,134,L116,,2nd pt_T-,,158,162,18B-134
7/25/2026,1:00 PM,13-20 qtr,NEWPORT HARBOR HS,138,L113,,2nd pt_R-,,158,162,18B-138
7/25/2026,2:00 PM,21-24 RR,NEWPORT HARBOR HS,142,3rd pt_U-,,3rd pt_S-,,,,18B-142
7/25/2026,3:00 PM,21-24 RR,NEWPORT HARBOR HS,146,3rd pt_T-,,3rd pt_R-,,,,18B-146
7/25/2026,4:00 PM,13-16 semi,NEWPORT HARBOR HS,150,W126,,W130,,178,177,18B-150
7/25/2026,5:00 PM,17-20 semi,NEWPORT HARBOR HS,154,L130,,L126,,170,169,18B-154
7/25/2026,6:00 PM,13-16 semi,NEWPORT HARBOR HS,158,W134,,W138,,178,177,18B-158
7/25/2026,7:00 PM,17-20 semi,NEWPORT HARBOR HS,162,L138,,L134,,170,169,18B-162
,,,,,,,,,,,
,,,CHAPMAN UNIVERSITY,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,5-8 v 9-12,CHAPMAN UNIVERSITY,119,2nd au_M-,,W110,,143,151,18B-119
7/25/2026,9:00 AM,5-8 v 9-12,CHAPMAN UNIVERSITY,123,2nd au_P-,,W115,,143,151,18B-123
7/25/2026,10:00 AM,5-8 v 9-12,CHAPMAN UNIVERSITY,127,2nd au_O-,,W114,,147,155,18B-127
7/25/2026,11:00 AM,5-8 v 9-12,CHAPMAN UNIVERSITY,131,2nd au_N-,,W111,,147,155,18B-131
7/25/2026,12:00 PM,1-2 v 3-4,CHAPMAN UNIVERSITY,135,1st au_N-,,1st au_O-,,172,159,18B-135
7/25/2026,1:00 PM,1-2 v 3-4,CHAPMAN UNIVERSITY,139,1st au_M-,,1st au_P-,,171,163,18B-139
7/25/2026,2:00 PM,5-6 v 7-8,CHAPMAN UNIVERSITY,143,W123,,W119,,159,188,18B-143
7/25/2026,3:00 PM,5-6 v 7-8,CHAPMAN UNIVERSITY,147,W127,,W131,,163,188,18B-147
7/25/2026,4:00 PM,9-12 semi,CHAPMAN UNIVERSITY,151,L119,,L123,,183,184,18B-151
7/25/2026,5:00 PM,9-12 semi,CHAPMAN UNIVERSITY,155,L131,,L127,,183,184,18B-155
7/25/2026,6:00 PM,qtr final,CHAPMAN UNIVERSITY,159,L135,,W143,,171,187,18B-159
7/25/2026,7:00 PM,qtr final,CHAPMAN UNIVERSITY,163,L139,,W147,,172,187,18B-163
,,,,,,,,,,,
,,,WESTMINSTER HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,21-24 RR,WESTMINSTER HS,120,3rd au_U-,,3rd au_R-,,,,18B-120
7/25/2026,9:00 AM,21-24 RR,WESTMINSTER HS,124,3rd au_T-,,3rd au_S-,,,,18B-124
7/25/2026,10:00 AM,13-20 qtr,WESTMINSTER HS,128,L110,,2nd au_U-,,152,156,18B-128
7/25/2026,11:00 AM,13-20 qtr,WESTMINSTER HS,132,L114,,2nd au_S-,,152,156,18B-132
7/25/2026,12:00 PM,13-20 qtr,WESTMINSTER HS,136,L111,,2nd au_T-,,160,164,18B-136
7/25/2026,1:00 PM,13-20 qtr,WESTMINSTER HS,140,L115,,2nd au_R-,,160,164,18B-140
7/25/2026,2:00 PM,21-24 RR,WESTMINSTER HS,144,3rd au_U-,,3rd au_S-,,,,18B-144
7/25/2026,3:00 PM,21-24 RR,WESTMINSTER HS,148,3rd au_T-,,3rd au_R-,,,,18B-148
7/25/2026,4:00 PM,13-16 semi,WESTMINSTER HS,152,W128,,W132,,179,180,18B-152
7/25/2026,5:00 PM,17-20 semi,WESTMINSTER HS,156,L132,,L128,,175,176,18B-156
7/25/2026,6:00 PM,13-16 semi,WESTMINSTER HS,160,W136,,W140,,179,180,18B-160
7/25/2026,7:00 PM,17-20 semi,WESTMINSTER HS,164,L140,,L136,,175,176,18B-164
,,,,,,,,,,,
Day 4,,,,,,,,,,,
7/26/2026,,,,,,,,,,pt_,au_
,,,CHAPMAN UNIVERSITY,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,21-24 RR,CHAPMAN UNIVERSITY,165,3rd pt_T-,,3rd pt_U-,,,,18B-165
7/26/2026,8:00 AM,21-24 RR,CHAPMAN UNIVERSITY,166,3rd pt_R-,,3rd pt_S-,,,,18B-166
7/26/2026,9:00 AM,19th,CHAPMAN UNIVERSITY,169,L154,,L162,,pt_19th,pt_20th,18B-169
7/26/2026,10:00 AM,13th,CHAPMAN UNIVERSITY,178,W150,,W158,,pt_13th,pt_14th,18B-178
7/26/2026,11:00 AM,15th,CHAPMAN UNIVERSITY,177,L150,,L158,,pt_15th,pt_16th,18B-177
7/26/2026,12:00 PM,17th,CHAPMAN UNIVERSITY,170,W154,,W162,,pt_17th,pt_18th,18B-170
,,,,,,,,,,,
,,,WESTMINSTER HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,,W to #,L to #,GMID
7/26/2026,7:00 AM,21-24 RR,WESTMINSTER HS,167,3rd au_T-,,3rd au_U-,,,,18B-167
7/26/2026,8:00 AM,21-24 RR,WESTMINSTER HS,168,3rd au_R-,,3rd au_S-,,,,18B-168
7/26/2026,9:00 AM,19th,WESTMINSTER HS,176,L156,,L164,,au_19th,20th,18B-176
7/26/2026,10:00 AM,13th,WESTMINSTER HS,179,W152,,W160,,au_13th,14th,18B-179
7/26/2026,11:00 AM,15th,WESTMINSTER HS,180,L152,,L160,,au_15th,16th,18B-180
7/26/2026,12:00 PM,17th,WESTMINSTER HS,175,W156,,W164,,au_17th,18th,18B-175
,,,,,,,,,,,
,,,NEWPORT HARBOR HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,semi,NEWPORT HARBOR HS,171,W139,,W159,,190,189,18B-171
7/26/2026,8:00 AM,semi,NEWPORT HARBOR HS,172,W135,,W163,,190,189,18B-172
7/26/2026,9:00 AM,7th,NEWPORT HARBOR HS,188,L143,,L147,,au_7th,8th,18B-188
7/26/2026,10:00 AM,5th,NEWPORT HARBOR HS,187,L159,,L163,,au_5th,6th,18B-187
7/26/2026,11:00 AM,3rd,NEWPORT HARBOR HS,189,L171,,L172,,au_3rd,4th,18B-189
7/26/2026,12:00 PM,1st,NEWPORT HARBOR HS,190,W171,,W172,,au_1st,2nd,18B-190
,,,,,,,,,,,
,,,ORANGE COAST COLLEGE 1,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,11th,ORANGE COAST COLLEGE 1,184,L151,,L155,,au_11th,12th,18B-184
7/26/2026,8:00 AM,9th,ORANGE COAST COLLEGE 1,183,W151,,W155,,au_9th,10th,18B-183
7/26/2026,9:00 AM,7th,ORANGE COAST COLLEGE 1,185,L145,,L141,,pt_7th,pt_8th,18B-185
7/26/2026,10:00 AM,5th,ORANGE COAST COLLEGE 1,186,L161,,L157,,pt_5th,pt_6th,18B-186
7/26/2026,11:00 AM,9th,ORANGE COAST COLLEGE 1,182,W153,,W149,,pt_9th,pt_10th,18B-182
7/26/2026,12:00 PM,11th,ORANGE COAST COLLEGE 1,181,L153,,L149,,pt_11th,pt_12th,18B-181
,,,,,,,,,,,
,,,WOOLLETT LEFT,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,11:00 AM,semi,WOOLLETT LEFT,173,W133,,W161,,192,191,18B-173
,,,,,,,,,,,
7/26/2026,4:45 PM,3rd,WOOLLETT LEFT,191,L173,,L174,,pt_3rd,pt_4th,18B-191
,,,,,,,,,,,
,,,WOOLLETT RIGHT,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,11:00 AM,semi,WOOLLETT RIGHT,174,W137,,W157,,192,191,18B-174
,,,,,,,,,,,
7/26/2026,4:45 PM,1st,WOOLLETT RIGHT,192,W173,,W174,,pt_1st,pt_2nd,18B-192
,,,,,,,,,,,
pt_Place,,au_Place,,,,,,,,,
1st,W192,1st,W190,,,,,,,,
2nd,L192,2nd,L190,,,,,,,,
3rd,W191,3rd,W189,,,,,,,,
4th,L191,4th,L189,,,,,,,,
5th,W186,5th,W187,,,,,,,,
6th,L186,6th,L187,,,,,,,,
7th,W185,7th,W188,,,,,,,,
8th,L185,8th,L188,,,,,,,,
9th,W182,9th,W183,,,,,,,,
10th,L182,10th,L183,,,,,,,,
11th,W181,11th,W184,,,,,,,,
12th,L181,12th,L184,,,,,,,,
13th,W178,13th,W179,,,,,,,,
14th,L178,14th,L179,,,,,,,,
