"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","","","","","","","","","","","","","","","","","","","","","",""
"Thu, July 23","","","6-6-7-7","","","","","","","","","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","LONG BEACH CC 2","18","6-NORCAL BLACK","","43-MESA","","42","46","16BX-018","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","LONG BEACH CC 2","22","19-VIPER PIGEON","","30-LOWPO","","42","46","16BX-022","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","LONG BEACH CC 2","26","W2","","W6","","","49","16BX-026","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","LONG BEACH CC 2","30","L2","","L6","","50","","16BX-030","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","LONG BEACH CC 2","34","W10","","W14","","","58","16BX-034","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","LONG BEACH CC 2","38","L10","","L14","","54","","16BX-038","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","LONG BEACH CC 2","42","W18","","W22","","","54","16BX-042","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","LONG BEACH CC 2","46","L18","","L22","","58","","16BX-046","","","","","","","","","","","","","",""
"23-Jul","5:50 PM","2-3 cross","LONG BEACH CC 2","50","L25","","W30","","","","16BX-050","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2-3 cross","LONG BEACH CC 2","54","L42","","W38","","","","16BX-054","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2-3 cross","LONG BEACH CC 2","58","L34","","W46","","","","16BX-058","","","","","","","","","","","","","",""
"","","","SAN JUAN HILLS HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","SAN JUAN HILLS HS","3","9-CORONA DEL MAR","","40-RISE","","27","31","16BX-003","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","SAN JUAN HILLS HS","7","16-LA JOLLA UNITED C","","33-TEXAS THUNDER BLUE","","27","31","16BX-007","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","SAN JUAN HILLS HS","11","7-ECA A","","42-MAVERICKS","","35","39","16BX-011","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","SAN JUAN HILLS HS","15","18-STANFORD BLACK","","31-SHARKS","","35","39","16BX-015","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","SAN JUAN HILLS HS","19","8-SHAQ BLUE","","41-CIU BLUE","","43","47","16BX-019","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","SAN JUAN HILLS HS","23","17-COMMERCE","","32-GREAT LAKES AQUATICS","","43","47","16BX-023","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","SAN JUAN HILLS HS","27","W3","","W7","","","52","16BX-027","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","SAN JUAN HILLS HS","31","L3","","L7","","51","","16BX-031","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","SAN JUAN HILLS HS","35","W11","","W15","","","59","16BX-035","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","SAN JUAN HILLS HS","39","L11","","L15","","55","","16BX-039","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","SAN JUAN HILLS HS","43","W19","","W23","","","55","16BX-043","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","SAN JUAN HILLS HS","47","L19","","L23","","59","","16BX-047","","","","","","","","","","","","","",""
"23-Jul","5:50 PM","2-3 cross","SAN JUAN HILLS HS","51","L28","","W31","","","","16BX-051","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2-3 cross","SAN JUAN HILLS HS","55","L43","","W39","","","","16BX-055","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2-3 cross","SAN JUAN HILLS HS","59","L35","","W47","","","","16BX-059","","","","","","","","","","","","","",""
"","","","PORTOLA HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","PORTOLA HS 1","4","10-VANGUARD SILVER","","39-WCAC UNITED A","","28","32","16BX-004","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","PORTOLA HS 1","8","15-TROJAN GOLD","","34-SAN JOSE EXPRESS BLUE","","28","32","16BX-008","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","PORTOLA HS 1","12","11-PALOS VERDES BLACK","","38-PUGET SOUND","","36","40","16BX-012","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","PORTOLA HS 1","16","14-SD SHORES GOLD","","35-VEGAS PATRIOT","","36","40","16BX-016","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","PORTOLA HS 1","20","12-CAL REPUBLIC","","37-BACK BAY","","44","48","16BX-020","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","PORTOLA HS 1","24","13-DIABLO ALLIANCE","","36-OCWPC","","44","48","16BX-024","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","PORTOLA HS 1","28","W4","","W8","","","51","16BX-028","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","PORTOLA HS 1","32","L4","","L8","","52","","16BX-032","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","PORTOLA HS 1","36","W12","","W16","","","60","16BX-036","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","PORTOLA HS 1","40","L12","","L16","","56","","16BX-040","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","PORTOLA HS 1","44","W20","","W24","","","56","16BX-044","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","PORTOLA HS 1","48","L20","","L24","","60","","16BX-048","","","","","","","","","","","","","",""
"23-Jul","5:50 PM","2-3 cross","PORTOLA HS 1","52","L27","","W32","","","","16BX-052","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2-3 cross","PORTOLA HS 1","56","L44","","W40","","","","16BX-056","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2-3 cross","PORTOLA HS 1","60","L36","","W48","","","","16BX-060","","","","","","","","","","","","","",""
"Fri, July 24","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_N","ag_O","","","","","","","","","","","","","","","","","","","","","",""
"","","W41","W25","","","","","","","","","","","","","","","","","","","","","",""
"","","W35","W42","","","","","","","","","","","","","","","","","","","","","",""
"","","W28","W36","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_S","ag_T","","","","","","","","","","","","","","","","","","","","","",""
"","","W60","W51","","","","","","","","","","","","","","","","","","","","","",""
"","","W54","W59","","","","","","","","","","","","","","","","","","","","","",""
"","","W50","W53","","","","","","","","","","","","","","","","","","","","","",""
"","","bz_N","bz_O","","","","","","","","","","","","","","","","","","","","","",""
"","","L57","L49","","","","","","","","","","","","","","","","","","","","","",""
"","","L55","L58","","","","","","","","","","","","","","","","","","","","","",""
"","","L52","L56","","","","","","","","","","","","","","","","","","","","","",""
"","","bz_S","bz_T","","","","","","","","","","","","","","","","","","","","","",""
"","","L40","L32","","","","","","","","","","","","","","","","","","","","","",""
"","","L46","L39","","","","","","","","","","","","","","","","","","","","","",""
"","","L29","L45","","","","","","","","","","","","","","","","","","","","","",""
"","","","ORANGE COAST COLLEGE 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"24-Jul","7:00 AM","Group","ORANGE COAST COLLEGE 1","61","ag_M2","","ag_M3","","","","16BX-061","","","ag_Group","","","","","","","","","","",""
"24-Jul","7:50 AM","Group","ORANGE COAST COLLEGE 1","65","ag_N2","","ag_N3","","","","16BX-065","","","ag_Group","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","ORANGE COAST COLLEGE 1","69","ag_S1","","ag_S2","","","","16BX-069","","","ag_Group","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","ORANGE COAST COLLEGE 1","73","ag_R1","","ag_R2","","","","16BX-073","","","ag_Group","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","ORANGE COAST COLLEGE 1","77","ag_M1","","ag_M3","","","","16BX-077","","","ag_Group","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","ORANGE COAST COLLEGE 1","81","ag_N1","","ag_N3","","","","16BX-081","","","ag_Group","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","ORANGE COAST COLLEGE 1","85","ag_S1","","ag_S3","","","","16BX-085","","","ag_Group","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","ORANGE COAST COLLEGE 1","89","ag_R1","","ag_R3","","","","16BX-089","","","ag_Group","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","ORANGE COAST COLLEGE 1","93","ag_M1","","ag_M2","","","","16BX-093","","","ag_Group","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","ORANGE COAST COLLEGE 1","97","ag_N1","","ag_N2","","","","16BX-097","","","ag_Group","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","ORANGE COAST COLLEGE 1","101","ag_S2","","ag_S3","","","","16BX-101","","","ag_Group","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","ORANGE COAST COLLEGE 1","105","ag_R2","","ag_R3","","","","16BX-105","","","ag_Group","","","","","","","","","","",""
"24-Jul","6:40 PM","Play-in","ORANGE COAST COLLEGE 1","109","3rd ag_M-","","1st ag_S-","","129","134","16BX-109","","","ag_Play-in","","","","","","","","","","",""
"24-Jul","7:30 PM","Play-in","ORANGE COAST COLLEGE 1","113","3rd ag_N-","","1st ag_R-","","121","126","16BX-113","","","ag_Play-in","","","","","","","","","","",""
"","","","SAN JUAN HILLS HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"24-Jul","7:00 AM","Group","SAN JUAN HILLS HS","62","ag_O2","","ag_O3","","","","16BX-062","","","ag_Group","","","","","","","","","","",""
"24-Jul","7:50 AM","Group","SAN JUAN HILLS HS","66","ag_P2","","ag_P3","","","","16BX-066","","","ag_Group","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","SAN JUAN HILLS HS","70","ag_U1","","ag_U2","","","","16BX-070","","","ag_Group","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","SAN JUAN HILLS HS","74","ag_T1","","ag_T2","","","","16BX-074","","","ag_Group","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","SAN JUAN HILLS HS","78","ag_O1","","ag_O3","","","","16BX-078","","","ag_Group","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","SAN JUAN HILLS HS","82","ag_P1","","ag_P3","","","","16BX-082","","","ag_Group","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","SAN JUAN HILLS HS","86","ag_U1","","ag_U3","","","","16BX-086","","","ag_Group","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","SAN JUAN HILLS HS","90","ag_T1","","ag_T3","","","","16BX-090","","","ag_Group","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","SAN JUAN HILLS HS","94","ag_O1","","ag_O2","","","","16BX-094","","","ag_Group","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","SAN JUAN HILLS HS","98","ag_P1","","ag_P2","","","","16BX-098","","","ag_Group","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","SAN JUAN HILLS HS","102","ag_U2","","ag_U3","","","","16BX-102","","","ag_Group","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","SAN JUAN HILLS HS","106","ag_T2","","ag_T3","","","","16BX-106","","","ag_Group","","","","","","","","","","",""
"24-Jul","6:40 PM","Play-in","SAN JUAN HILLS HS","110","3rd ag_O-","","1st ag_U-","","117","138","16BX-110","","","ag_Play-in","","","","","","","","","","",""
"24-Jul","7:30 PM","Play-in","SAN JUAN HILLS HS","114","3rd ag_P-","","1st ag_T-","","125","130","16BX-114","","","ag_Play-in","","","","","","","","","","",""
"","","","LONG BEACH CC 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"24-Jul","7:00 AM","Group","LONG BEACH CC 2","63","bz_S1","","bz_S2","","","","16BX-063","","","bz_Group","","","","","","","","","","",""
"24-Jul","7:50 AM","Group","LONG BEACH CC 2","67","bz_R1","","bz_R2","","","","16BX-067","","","bz_Group","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","LONG BEACH CC 2","71","bz_M2","","bz_M3","","","","16BX-071","","","bz_Group","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","LONG BEACH CC 2","75","bz_N2","","bz_N3","","","","16BX-075","","","bz_Group","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","LONG BEACH CC 2","79","bz_S1","","bz_S3","","","","16BX-079","","","bz_Group","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","LONG BEACH CC 2","83","bz_R1","","bz_R3","","","","16BX-083","","","bz_Group","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","LONG BEACH CC 2","87","bz_M1","","bz_M3","","","","16BX-087","","","bz_Group","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","LONG BEACH CC 2","91","bz_N1","","bz_N3","","","","16BX-091","","","bz_Group","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","LONG BEACH CC 2","95","bz_S2","","bz_S3","","","","16BX-095","","","bz_Group","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","LONG BEACH CC 2","99","bz_R2","","bz_R3","","","","16BX-099","","","bz_Group","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","LONG BEACH CC 2","103","bz_M1","","bz_M2","","","","16BX-103","","","bz_Group","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","LONG BEACH CC 2","107","bz_N1","","bz_N2","","","","16BX-107","","","bz_Group","","","","","","","","","","",""
"24-Jul","6:40 PM","Play-in","LONG BEACH CC 2","111","3rd bz_M-","","1st bz_S-","","131","136","16BX-111","","","bz_Play-in","","","","","","","","","","",""
"24-Jul","7:30 PM","Play-in","LONG BEACH CC 2","115","3rd bz_N-","","1st bz_R-","","123","128","16BX-115","","","bz_Play-in","","","","","","","","","","",""
"","","","EDISON HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"24-Jul","7:00 AM","Group","EDISON HS","64","bz_U1","","bz_U2","","","","16BX-064","","","bz_Group","","","","","","","","","","",""
"24-Jul","7:50 AM","Group","EDISON HS","68","bz_T1","","bz_T2","","","","16BX-068","","","bz_Group","","","","","","","","","","",""
"24-Jul","8:40 AM","Group","EDISON HS","72","bz_O2","","bz_O3","","","","16BX-072","","","bz_Group","","","","","","","","","","",""
"24-Jul","9:30 AM","Group","EDISON HS","76","bz_P2","","bz_P3","","","","16BX-076","","","bz_Group","","","","","","","","","","",""
"24-Jul","10:20 AM","Group","EDISON HS","80","bz_U1","","bz_U3","","","","16BX-080","","","bz_Group","","","","","","","","","","",""
"24-Jul","11:10 AM","Group","EDISON HS","84","bz_T1","","bz_T3","","","","16BX-084","","","bz_Group","","","","","","","","","","",""
"24-Jul","12:00 PM","Group","EDISON HS","88","bz_O1","","bz_O3","","","","16BX-088","","","bz_Group","","","","","","","","","","",""
"24-Jul","12:50 PM","Group","EDISON HS","92","bz_P1","","bz_P3","","","","16BX-092","","","bz_Group","","","","","","","","","","",""
"24-Jul","1:40 PM","Group","EDISON HS","96","bz_U2","","bz_U3","","","","16BX-096","","","bz_Group","","","","","","","","","","",""
"24-Jul","2:30 PM","Group","EDISON HS","100","bz_T2","","bz_T3","","","","16BX-100","","","bz_Group","","","","","","","","","","",""
"24-Jul","3:20 PM","Group","EDISON HS","104","bz_O1","","bz_O2","","","","16BX-104","","","bz_Group","","","","","","","","","","",""
"24-Jul","4:10 PM","Group","EDISON HS","108","bz_P1","","bz_P2","","","","16BX-108","","","bz_Group","","","","","","","","","","",""
"24-Jul","6:40 PM","Play-in","EDISON HS","112","3rd bz_O-","","1st bz_U-","","119","140","16BX-112","","","bz_Play-in","","","","","","","","","","",""
"24-Jul","7:30 PM","Play-in","EDISON HS","116","3rd bz_P-","","1st bz_T-","","127","132","16BX-116","","","bz_Play-in","","","","","","","","","","",""
"Sat, July 25","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","SAN JUAN HILLS HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"25-Jul","8:00 AM","5-8 v 9-12","SAN JUAN HILLS HS","117","2nd ag_P-","","W110","","141","149","16BX-117","","","ag_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","9:00 AM","5-8 v 9-12","SAN JUAN HILLS HS","121","2nd ag_M-","","W113","","141","149","16BX-121","","","ag_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","10:00 AM","5-8 v 9-12","SAN JUAN HILLS HS","125","2nd ag_O-","","W114","","145","153","16BX-125","","","ag_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","11:00 AM","5-8 v 9-12","SAN JUAN HILLS HS","129","2nd ag_N-","","W109","","145","153","16BX-129","","","ag_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","12:00 PM","1-2 v 3-4","SAN JUAN HILLS HS","133","1st ag_N-","","1st ag_O-","","174","157","16BX-133","","","ag_1-2 v 3-4","","","","","","","","","","",""
"25-Jul","1:00 PM","1-2 v 3-4","SAN JUAN HILLS HS","137","1st ag_M-","","1st ag_P-","","173","161","16BX-137","","","ag_1-2 v 3-4","","","","","","","","","","",""
"25-Jul","2:00 PM","5-6 v 7-8","SAN JUAN HILLS HS","141","W117","","W121","","157","185","16BX-141","","","ag_5-6 v 7-8","","","","","","","","","","",""
"25-Jul","3:00 PM","5-6 v 7-8","SAN JUAN HILLS HS","145","W125","","W129","","161","185","16BX-145","","","ag_5-6 v 7-8","","","","","","","","","","",""
"25-Jul","4:00 PM","9-12 semi","SAN JUAN HILLS HS","149","L121","","L117","","182","181","16BX-149","","","ag_9-12 semi","","","","","","","","","","",""
"25-Jul","5:00 PM","9-12 semi","SAN JUAN HILLS HS","153","L129","","L125","","182","181","16BX-153","","","ag_9-12 semi","","","","","","","","","","",""
"25-Jul","6:00 PM","play to semi","SAN JUAN HILLS HS","157","L133","","W141","","173","186","16BX-157","","","ag_play to semi","","","","","","","","","","",""
"25-Jul","7:00 PM","play to semi","SAN JUAN HILLS HS","161","L137","","W145","","174","186","16BX-161","","","ag_play to semi","","","","","","","","","","",""
"","","","MARINA HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","LONG BEACH CC 2","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"25-Jul","8:00 AM","21-24 RR","MARINA HS","124","3rd bz_T-","","3rd bz_S-","","","","16BX-124","","","bz_21-24 RR","","","","","","","","","","",""
"25-Jul","9:00 AM","21-24 RR","MARINA HS","118","3rd ag_U-","","3rd ag_R-","","","","16BX-118","","","ag_21-24 RR","","","","","","","","","","",""
"25-Jul","10:00 AM","21-24 RR","MARINA HS","122","3rd ag_T-","","3rd ag_S-","","","","16BX-122","","","ag_21-24 RR","","","","","","","","","","",""
"25-Jul","11:00 AM","13-20 qtr","MARINA HS","126","L113","","2nd ag_U-","","150","154","16BX-126","","","ag_13-20 qtr","","","","","","","","","","",""
"25-Jul","12:00 PM","13-20 qtr","MARINA HS","130","L114","","2nd ag_S-","","150","154","16BX-130","","","ag_13-20 qtr","","","","","","","","","","",""
"25-Jul","1:00 PM","13-20 qtr","MARINA HS","134","L109","","2nd ag_T-","","158","162","16BX-134","","","ag_13-20 qtr","","","","","","","","","","",""
"25-Jul","2:00 PM","13-20 qtr","MARINA HS","138","L110","","2nd ag_R-","","158","162","16BX-138","","","ag_13-20 qtr","","","","","","","","","","",""
"25-Jul","3:00 PM","21-24 RR","MARINA HS","142","3rd ag_U-","","3rd ag_S-","","","","16BX-142","","","ag_21-24 RR","","","","","","","","","","",""
"25-Jul","4:00 PM","21-24 RR","MARINA HS","146","3rd ag_T-","","3rd ag_R-","","","","16BX-146","","","ag_21-24 RR","","","","","","","","","","",""
"25-Jul","5:00 PM","13-16 semi","MARINA HS","150","W126","","W130","","178","177","16BX-150","","","ag_13-16 semi","","","","","","","","","","",""
"25-Jul","6:00 PM","17-20 semi","MARINA HS","154","L130","","L126","","170","169","16BX-154","","","ag_17-20 semi","","","","","","","","","","",""
"25-Jul","7:00 PM","13-16 semi","MARINA HS","158","W134","","W138","","178","177","16BX-158","","","ag_13-16 semi","","","","","","","","","","",""
"25-Jul","8:00 PM","17-20 semi","MARINA HS","162","L138","","L134","","170","169","16BX-162","","","ag_17-20 semi","","","","","","","","","","",""
"","","","EDISON HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"25-Jul","8:00 AM","21-24 RR","EDISON HS","120","3rd bz_U-","","3rd bz_R-","","","","16BX-120","","","bz_21-24 RR","","","","","","","","","","",""
"25-Jul","9:00 AM","5-8 v 9-12","EDISON HS","119","2nd bz_P-","","W112","","143","151","16BX-119","","","bz_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","10:00 AM","5-8 v 9-12","EDISON HS","123","2nd bz_M-","","W115","","143","151","16BX-123","","","bz_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","11:00 AM","5-8 v 9-12","EDISON HS","127","2nd bz_O-","","W116","","147","155","16BX-127","","","bz_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","12:00 PM","5-8 v 9-12","EDISON HS","131","2nd bz_N-","","W111","","147","155","16BX-131","","","bz_5-8 v 9-12","","","","","","","","","","",""
"25-Jul","1:00 PM","1-2 v 3-4","EDISON HS","135","1st bz_N-","","1st bz_O-","","172","159","16BX-135","","","bz_1-2 v 3-4","","","","","","","","","","",""
"25-Jul","2:00 PM","1-2 v 3-4","EDISON HS","139","1st bz_M-","","1st bz_P-","","171","163","16BX-139","","","bz_1-2 v 3-4","","","","","","","","","","",""
"25-Jul","3:00 PM","5-6 v 7-8","EDISON HS","143","W119","","W123","","159","188","16BX-143","","","bz_5-6 v 7-8","","","","","","","","","","",""
"25-Jul","4:00 PM","5-6 v 7-8","EDISON HS","147","W127","","W131","","163","188","16BX-147","","","bz_5-6 v 7-8","","","","","","","","","","",""
"25-Jul","5:00 PM","9-12 semi","EDISON HS","151","L123","","L119","","183","184","16BX-151","","","bz_9-12 semi","","","","","","","","","","",""
"25-Jul","6:00 PM","9-12 semi","EDISON HS","155","L131","","L127","","183","184","16BX-155","","","bz_9-12 semi","","","","","","","","","","",""
"25-Jul","7:00 PM","play to semi","EDISON HS","159","L135","","W143","","171","187","16BX-159","","","bz_play to semi","","","","","","","","","","",""
"25-Jul","8:00 PM","play to semi","EDISON HS","163","L139","","W147","","172","187","16BX-163","","","bz_play to semi","","","","","","","","","","",""
"","","","LONG BEACH CC 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","","GMID","","","","","","","","","","","","","",""
"25-Jul","8:00 AM","13-20 qtr","LONG BEACH CC 2","128","L115","","2nd bz_U-","","152","156","16BX-128","","","bz_13-20 qtr","","","","","","","","","","",""
