"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","5-5-5-5","","","","","","","","","","","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","OCEAN VIEW HS 2","34","bz_B1-","","bz_B3-","","","","10CX-034","","","bz_Group","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","OCEAN VIEW HS 2","36","bz_B2-","","bz_B5-","","","","10CX-036","","","bz_Group","","","","","","","","","","",""
"","","","","","","","","","","","","no game","","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","OCEAN VIEW HS 2","40","bz_A4-","","bz_A1-","","","","10CX-040","","","bz_Group","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","OCEAN VIEW HS 2","42","bz_A5-","","bz_A2-","","","","10CX-042","","","bz_Group","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","OCEAN VIEW HS 2","44","bz_B3-","","bz_B5-","","","","10CX-044","","","bz_Group","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","OCEAN VIEW HS 2","46","bz_B1-","","bz_B4-","","","","10CX-046","","","bz_Group","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","OCEAN VIEW HS 2","50","bz_A1-","","bz_A3-","","","","10CX-050","","","bz_Group","","","","","","","","","","",""
"","","","","","","","","","","","","no game","","","","","","","","","","","","",""
"Mon, July 20","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","5-8 v 9-12","OCEAN VIEW HS 2","53","2nd ag_D","","3rd ag_C","","63","69","10CX-053","","","ag_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","8:50 AM","5-8 v 9-12","OCEAN VIEW HS 2","55","2nd ag_A","","3rd ag_B","","63","69","10CX-055","","","ag_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","9:40 AM","5-8 v 9-12","OCEAN VIEW HS 2","57","2nd ag_C","","3rd ag_D","","67","71","10CX-057","","","ag_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","10:30 AM","5-8 v 9-12","OCEAN VIEW HS 2","59","2nd ag_B","","3rd ag_A","","67","71","10CX-059","","","ag_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","11:20 AM","1-2 v 3-4","OCEAN VIEW HS 2","61","1st ag_B","","1st ag_C","","80","73","10CX-061","","","ag_1-2 v 3-4","","","","","","","","","","",""
"20-Jul","12:10 PM","5-6 v 7-8","OCEAN VIEW HS 2","63","W53","","W55","","73","85","10CX-063","","","ag_5-6 v 7-8","","","","","","","","","","",""
"20-Jul","1:00 PM","1-2 v 3-4","OCEAN VIEW HS 2","65","1st ag_A","","1st ag_D","","79","75","10CX-065","","","ag_1-2 v 3-4","","","","","","","","","","",""
"20-Jul","1:50 PM","5-6 v 7-8","OCEAN VIEW HS 2","67","W57","","W59","","75","85","10CX-067","","","ag_5-6 v 7-8","","","","","","","","","","",""
"20-Jul","2:40 PM","9-12 semi","OCEAN VIEW HS 2","69","L55","","L53","","82","81","10CX-069","","","ag_9-12 semi","","","","","","","","","","",""
"20-Jul","3:30 PM","9-12 semi","OCEAN VIEW HS 2","71","L59","","L57","","82","81","10CX-071","","","ag_9-12 semi","","","","","","","","","","",""
"20-Jul","4:20 PM","qtr final","OCEAN VIEW HS 2","73","L61","","W63","","79","86","10CX-073","","","ag_qtr final","","","","","","","","","","",""
"20-Jul","5:10 PM","qtr final","OCEAN VIEW HS 2","75","L65","","W67","","80","86","10CX-075","","","ag_qtr final","","","","","","","","","","",""
"","","","EL TORO HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","Group","EL TORO HS 1","54","bz_B5-","","bz_B1-","","","","10CX-054","","","bz_Group","","","","","","","","","","",""
"20-Jul","8:50 AM","Group","EL TORO HS 1","56","bz_B4-","","bz_B2-","","","","10CX-056","","","bz_Group","","","","","","","","","","",""
"","","","","","","","","","","","","no game","","","","","","","","","","","","",""
"20-Jul","10:30 AM","Group","EL TORO HS 1","60","bz_A4-","","bz_A5-","","","","10CX-060","","","bz_Group","","","","","","","","","","",""
"20-Jul","11:20 AM","Group","EL TORO HS 1","62","bz_A2-","","bz_A3-","","","","10CX-062","","","bz_Group","","","","","","","","","","",""
"20-Jul","12:10 PM","Group","EL TORO HS 1","64","bz_B1-","","bz_B2-","","","","10CX-064","","","bz_Group","","","","","","","","","","",""
"20-Jul","1:00 PM","Group","EL TORO HS 1","66","bz_B3-","","bz_B4-","","","","10CX-066","","","bz_Group","","","","","","","","","","",""
"","","","","","","","","","","","","no game","","","","","","","","","","","","",""
"20-Jul","2:40 PM","Group","EL TORO HS 1","70","bz_A5-","","bz_A1-","","","","10CX-070","","","bz_Group","","","","","","","","","","",""
"20-Jul","3:30 PM","Group","EL TORO HS 1","72","bz_A3-","","bz_A4-","","","","10CX-072","","","bz_Group","","","","","","","","","","",""
"20-Jul","4:20 PM","Group","EL TORO HS 1","74","bz_B3-","","bz_B2-","","","","10CX-074","","","bz_Group","","","","","","","","","","",""
"20-Jul","5:10 PM","Group","EL TORO HS 1","76","bz_B5-","","bz_B4-","","","","10CX-076","","","bz_Group","","","","","","","","","","",""
"20-Jul","6:00 PM","Group","EL TORO HS 1","98","bz_A1-","","bz_A2-","","","","10CX-098","","","bz_Group","","","","","","","","","","",""
"Tue, July 21","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","Place","OCEAN VIEW HS 2","85","L63","","L67","","7th","8th","10CX-085","","","ag_7th","","","","","","","","","","",""
"21-Jul","8:00 AM","Place","OCEAN VIEW HS 2","86","L73","","L75","","5th","6th","10CX-086","","","ag_5th","","","","","","","","","","",""
"21-Jul","9:00 AM","Place","OCEAN VIEW HS 2","88","4th bz_A","","4th bz_B","","7th","8th","10CX-088","","","bz_7th","","","","","","","","","","",""
"21-Jul","10:00 AM","Place","OCEAN VIEW HS 2","81","L69","","L71","","11th","12th","10CX-081","","","ag_11th","","","","","","","","","","",""
"21-Jul","11:00 AM","Place","OCEAN VIEW HS 2","82","W69","","W71","","9th","10th","10CX-082","","","ag_9th","","","","","","","","","","",""
"21-Jul","12:00 PM","Place","OCEAN VIEW HS 2","83","3rd bz_A","","3rd bz_B","","5th","6th","10CX-083","","","bz_5th","","","","","","","","","","",""
"21-Jul","1:00 PM","Place","OCEAN VIEW HS 2","84","5th bz_A","","5th bz_B","","9th","10th","10CX-084","","","bz_9th","","","","","","","","","","",""
"","","","EL TORO HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","Semi","EL TORO HS 1","77","1st bz_A","","2nd bz_B","","90","89","10CX-077","","","bz_Semi","","","","","","","","","","",""
"21-Jul","8:00 AM","Semi","EL TORO HS 1","78","1st bz_B","","2nd bz_A","","90","89","10CX-078","","","bz_Semi","","","","","","","","","","",""
"21-Jul","11:00 AM","Place","EL TORO HS 1","89","L77","","L78","","3rd","4th","10CX-089","","","bz_3rd","","","","","","","","","","",""
"21-Jul","12:00 PM","Place","EL TORO HS 1","90","W77","","W78","","1st","2nd","10CX-090","","","bz_1st","","","","","","","","","","",""
"","","","EL TORO HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","Semi","EL TORO HS 2","79","W65","","W73","","92","91","10CX-079","","","ag_Semi","","","","","","","","","","",""
"21-Jul","10:00 AM","Place","EL TORO HS 2","91","L79","","L80","","3rd","4th","10CX-091","","","ag_3rd","","","","","","","","","","",""
"21-Jul","11:00 AM","Place","EL TORO HS 2","92","W79","","W80","","1st","2nd","10CX-092","","","ag_1st","","","","","","","","","","",""
"","","","EL TORO HS 3","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","Semi","EL TORO HS 3","80","W61","","W75","","92","91","10CX-080","","","ag_Semi","","","","","","","","","","",""
