participantId,name,season,ageGroup,gender,group,canonicalClubId,identityStatus,aliases,sources
tournament-team-2026-12u-boys-3rd-ag-p,3rd ag_P-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd ag_P-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-ag-r,3rd ag_R-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd ag_R-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-ag-s,3rd ag_S-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd ag_S-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-ag-t,3rd ag_T-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd ag_T-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-ag-u,3rd ag_U-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd ag_U-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-bz-m,3rd bz_M-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd bz_M-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-bz-n,3rd bz_N-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd bz_N-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-bz-o,3rd bz_O-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd bz_O-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-bz-p,3rd bz_P-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd bz_P-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-bz-r,3rd bz_R-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd bz_R-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-bz-s,3rd bz_S,2026,12U,Boys,12U Boys,,tournament_only_team,3rd bz_S | 3rd bz_S (W111),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-bz-t,3rd bz_T,2026,12U,Boys,12U Boys,,tournament_only_team,3rd bz_T | 3rd bz_T (W112),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-3rd-bz-u,3rd bz_U-,2026,12U,Boys,12U Boys,,tournament_only_team,3rd bz_U-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-680-drivers,680 DRIVERS,2026,12U,Boys,12U Boys,,tournament_only_team,680 DRIVERS | K3(43)-680 DRIVERS,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-908-blue,908 BLUE,2026,12U,Boys,12U Boys,,tournament_only_team,908 BLUE | D2(29)-908 BLUE,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-908-yellow,908 YELLOW,2026,12U,Boys,12U Boys,,tournament_only_team,23-908 YELLOW | 908 YELLOW,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-american-river,AMERICAN RIVER,2026,12U,Boys,12U Boys,club-american-river,canonical_club_tournament_team,AMERICAN RIVER | B3(34)-AMERICAN RIVER,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-arroyo-grande,ARROYO GRANDE,2026,12U,Boys,12U Boys,club-arroyo-grande,canonical_club_tournament_team,ARROYO GRANDE | P3(48)-ARROYO GRANDE,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-asa,ASA,2026,12U,Boys,12U Boys,,tournament_only_team,45-ASA | ASA,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-asphalt-green,ASPHALT GREEN,2026,12U,Boys,12U Boys,club-asphalt-green,canonical_club_tournament_team,ASPHALT GREEN | J2(23)-ASPHALT GREEN,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-barcelona-lions,BARCELONA LIONS,2026,12U,Boys,12U Boys,,tournament_only_team,48-BARCELONA LIONS | BARCELONA LIONS,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-brookyln-hustle,BROOKYLN HUSTLE,2026,12U,Boys,12U Boys,,tournament_only_team,BROOKYLN HUSTLE | I3(41)-BROOKYLN HUSTLE,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-cal-republic-black,CAL REPUBLIC BLACK,2026,12U,Boys,12U Boys,,tournament_only_team,40-CAL REPUBLIC BLACK | CAL REPUBLIC BLACK,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-cal-republic-red,CAL REPUBLIC RED,2026,12U,Boys,12U Boys,,tournament_only_team,CAL REPUBLIC RED | E4(51)-CAL REPUBLIC RED,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-capital,CAPITAL,2026,12U,Boys,12U Boys,,tournament_only_team,46-CAPITAL | CAPITAL,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-carlsbad-a,CARLSBAD A,2026,12U,Boys,12U Boys,,tournament_only_team,CARLSBAD A | L1(12)-CARLSBAD A,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-carlsbad-b,CARLSBAD B,2026,12U,Boys,12U Boys,,tournament_only_team,CARLSBAD B | H2(25)-CARLSBAD B,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-cc-united-black,CC UNITED BLACK,2026,12U,Boys,12U Boys,,tournament_only_team,11-CC UNITED BLACK | CC UNITED BLACK,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-cc-united-white,CC UNITED WHITE,2026,12U,Boys,12U Boys,,tournament_only_team,C3(35)-CC UNITED WHITE | CC UNITED WHITE,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-cdm-blue,CDM BLUE,2026,12U,Boys,12U Boys,,tournament_only_team,16-CDM BLUE | CDM BLUE,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-central-coast,CENTRAL COAST,2026,12U,Boys,12U Boys,club-central-coast,canonical_club_tournament_team,35-CENTRAL COAST | CENTRAL COAST,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-chicago-park,CHICAGO PARK,2026,12U,Boys,12U Boys,,tournament_only_team,47-CHICAGO PARK | CHICAGO PARK,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-clovis,CLOVIS,2026,12U,Boys,12U Boys,club-clovis,canonical_club_tournament_team,CLOVIS | G3(39)-CLOVIS,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ct-premier,CT PREMIER,2026,12U,Boys,12U Boys,club-ct-premier,canonical_club_tournament_team,39-CT PREMIER | CT PREMIER,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-davis-blue,DAVIS BLUE,2026,12U,Boys,12U Boys,,tournament_only_team,31-DAVIS BLUE | DAVIS BLUE,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-davis-white,DAVIS WHITE,2026,12U,Boys,12U Boys,,tournament_only_team,DAVIS WHITE | N3(46)-DAVIS WHITE,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-greenwich-blue,GREENWICH BLUE,2026,12U,Boys,12U Boys,,tournament_only_team,21-GREENWICH BLUE | GREENWICH BLUE,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-kern-premier,KERN PREMIER,2026,12U,Boys,12U Boys,,tournament_only_team,42-KERN PREMIER | KERN PREMIER,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-l-p1-p4,L#P1/P4,2026,12U,Boys,12U Boys,,tournament_only_team,L#P1/P4,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-l-p2-p3,L#P2/P3,2026,12U,Boys,12U Boys,,tournament_only_team,L#P2/P3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-l-u1-u4,L#U1/U4,2026,12U,Boys,12U Boys,,tournament_only_team,L#U1/U4,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-l-u2-u3,L#U2/U3,2026,12U,Boys,12U Boys,,tournament_only_team,L#U2/U3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-la-jola-united,LA JOLA UNITED,2026,12U,Boys,12U Boys,,tournament_only_team,15-LA JOLA UNITED | LA JOLA UNITED,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-la-premier-black,LA PREMIER BLACK,2026,12U,Boys,12U Boys,,tournament_only_team,14-LA PREMIER BLACK | LA PREMIER BLACK,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-lamorinda-b,LAMORINDA B,2026,12U,Boys,12U Boys,,tournament_only_team,G2(26)-LAMORINDA B | LAMORINDA B,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-lamorinda-c,LAMORINDA C,2026,12U,Boys,12U Boys,,tournament_only_team,H3(40)-LAMORINDA C | LAMORINDA C,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-lb-shore,LB SHORE,2026,12U,Boys,12U Boys,,tournament_only_team,LB SHORE | O2(18)-LB SHORE,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-lyons-aquatics,LYONS AQUATICS,2026,12U,Boys,12U Boys,,tournament_only_team,41-LYONS AQUATICS | LYONS AQUATICS,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-m4-ocwpc-red,M4-OCWPC RED,2026,12U,Boys,12U Boys,,tournament_only_team,M4-OCWPC RED,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-newport-beach-blue,NEWPORT BEACH BLUE,2026,12U,Boys,12U Boys,,tournament_only_team,7-NEWPORT BEACH BLUE | NEWPORT BEACH BLUE,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-newport-beach-white,NEWPORT BEACH WHITE,2026,12U,Boys,12U Boys,,tournament_only_team,NEWPORT BEACH WHITE | O1(15)-NEWPORT BEACH WHITE,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-norcal-black,NORCAL BLACK,2026,12U,Boys,12U Boys,,tournament_only_team,L2(21)-NORCAL BLACK | NORCAL BLACK,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-north-irvine-red,NORTH IRVINE RED,2026,12U,Boys,12U Boys,,tournament_only_team,C2(30)-NORTH IRVINE RED | NORTH IRVINE RED,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-orwp-black,ORWP BLACK,2026,12U,Boys,12U Boys,,tournament_only_team,25-ORWP BLACK | ORWP BLACK,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-park-city,PARK CITY,2026,12U,Boys,12U Boys,,tournament_only_team,L3(44)-PARK CITY | PARK CITY,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-patriot-red,PATRIOT RED,2026,12U,Boys,12U Boys,club-patriot,canonical_club_tournament_team,K2(22)-PATRIOT RED | PATRIOT RED,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-pegasus-blue,PEGASUS BLUE,2026,12U,Boys,12U Boys,,tournament_only_team,26-PEGASUS BLUE | PEGASUS BLUE,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-praetorian,PRAETORIAN,2026,12U,Boys,12U Boys,club-praetorian,canonical_club_tournament_team,37-PRAETORIAN | PRAETORIAN,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-punahou,PUNAHOU,2026,12U,Boys,12U Boys,,tournament_only_team,F4(50)-PUNAHOU | PUNAHOU,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-rose-bowl-red,ROSE BOWL RED,2026,12U,Boys,12U Boys,,tournament_only_team,20-ROSE BOWL RED | ROSE BOWL RED,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-route-66,ROUTE 66,2026,12U,Boys,12U Boys,club-route-66,canonical_club_tournament_team,E1(5)-ROUTE 66 | ROUTE 66,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-san-clemente-black,SAN CLEMENTE BLACK,2026,12U,Boys,12U Boys,,tournament_only_team,M1(13)-SAN CLEMENTE BLACK | SAN CLEMENTE BLACK,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-san-jose-exporess,SAN JOSE EXPORESS,2026,12U,Boys,12U Boys,,tournament_only_team,4-SAN JOSE EXPORESS | SAN JOSE EXPORESS,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-santa-barbara-wpc-a,SANTA BARBARA WPC A,2026,12U,Boys,12U Boys,,tournament_only_team,12-SANTA BARBARA WPC A | SANTA BARBARA WPC A,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-santa-barbara-wpc-b,SANTA BARBARA WPC B,2026,12U,Boys,12U Boys,,tournament_only_team,A3(33)-SANTA BARBARA WPC B | SANTA BARBARA WPC B,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-sd-dons-red,SD DONS RED,2026,12U,Boys,12U Boys,,tournament_only_team,1-SD DONS RED | SD DONS RED,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-sd-shores,SD SHORES,2026,12U,Boys,12U Boys,club-san-diego-shores,canonical_club_tournament_team,27-SD SHORES | SD SHORES,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-south-coast,SOUTH COAST,2026,12U,Boys,12U Boys,club-south-coast,canonical_club_tournament_team,32-SOUTH COAST | SOUTH COAST,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-stanford-white,STANFORD WHITE,2026,12U,Boys,12U Boys,,tournament_only_team,A2(32)-STANFORD WHITE | STANFORD WHITE,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-texas-thunder,TEXAS THUNDER,2026,12U,Boys,12U Boys,,tournament_only_team,L4(52)-TEXAS THUNDER | TEXAS THUNDER,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-topaz-tsunami,TOPAZ TSUNAMI,2026,12U,Boys,12U Boys,,tournament_only_team,44-TOPAZ TSUNAMI | TOPAZ TSUNAMI,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-trojan-gold,TROJAN GOLD,2026,12U,Boys,12U Boys,,tournament_only_team,M3(45)-TROJAN GOLD | TROJAN GOLD,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-w-p1-p4,W#P1/P4,2026,12U,Boys,12U Boys,,tournament_only_team,W#P1/P4,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-w-p2-p3,W#P2/P3,2026,12U,Boys,12U Boys,,tournament_only_team,W#P2/P3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-w-u1-u4,W#U1/U4,2026,12U,Boys,12U Boys,,tournament_only_team,W#U1/U4,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-w-u2-u3,W#U2/U3,2026,12U,Boys,12U Boys,,tournament_only_team,W#U2/U3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ypro,YPRO,2026,12U,Boys,12U Boys,,tournament_only_team,36-YPRO | YPRO,2026-jo-weekend-2|12u-boys-championship
tournament-team-2026-12u-boys-ag-m1,ag_M1-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_M1-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-m2,ag_M2-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_M2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-m3,ag_M3,2026,12U,Boys,12U Boys,,tournament_only_team,ag_M3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-n1,ag_N1-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_N1-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-n2,ag_N2-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_N2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-n3,ag_N3,2026,12U,Boys,12U Boys,,tournament_only_team,ag_N3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-o1,ag_O1-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_O1-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-o2,ag_O2-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_O2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-o3,ag_O3,2026,12U,Boys,12U Boys,,tournament_only_team,ag_O3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-p1,ag_P1-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_P1-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-p2,ag_P2-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_P2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-p3,ag_P3,2026,12U,Boys,12U Boys,,tournament_only_team,ag_P3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-r1,ag_R1-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_R1-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-r2,ag_R2-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_R2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-r3,ag_R3,2026,12U,Boys,12U Boys,,tournament_only_team,ag_R3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-s1,ag_S1-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_S1-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-s2,ag_S2-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_S2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-s3,ag_S3,2026,12U,Boys,12U Boys,,tournament_only_team,ag_S3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-t1,ag_T1-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_T1-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-t2,ag_T2-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_T2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-t3,ag_T3,2026,12U,Boys,12U Boys,,tournament_only_team,ag_T3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-u1,ag_U1-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_U1-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-u2,ag_U2-,2026,12U,Boys,12U Boys,,tournament_only_team,ag_U2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-ag-u3,ag_U3,2026,12U,Boys,12U Boys,,tournament_only_team,ag_U3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz,bz,2026,12U,Boys,12U Boys,,tournament_only_team,bz | bz(Y3(1st_bz_X),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-aa1,bz_AA1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_AA1 | bz_AA1(3rd_bz_V),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-aa2,bz_AA2,2026,12U,Boys,12U Boys,,tournament_only_team,bz_AA2 | bz_AA2(3rd_bz_W),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-aa3,bz_AA3,2026,12U,Boys,12U Boys,,tournament_only_team,bz_AA3 | bz_AA3(3rd_bz_X),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-m1,bz_M1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_M1,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-m2,bz_M2-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_M2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-m3,bz_M3-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_M3-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-n1,bz_N1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_N1,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-n2,bz_N2-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_N2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-n3,bz_N3-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_N3-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-o1,bz_O1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_O1,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-o2,bz_O2,2026,12U,Boys,12U Boys,,tournament_only_team,bz_O2 | bz_O2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-o3,bz_O3,2026,12U,Boys,12U Boys,,tournament_only_team,bz_O3 | bz_O3-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-p1,bz_P1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_P1,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-p2,bz_P2,2026,12U,Boys,12U Boys,,tournament_only_team,bz_P2,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-p3,bz_P3,2026,12U,Boys,12U Boys,,tournament_only_team,bz_P3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-p4,bz_P4,2026,12U,Boys,12U Boys,,tournament_only_team,bz_P4,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-r1,bz_R1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_R1,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-r2,bz_R2-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_R2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-r3,bz_R3-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_R3-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-r4,bz_R4-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_R4-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-s1,bz_S1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_S1,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-s2,bz_S2-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_S2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-s3,bz_S3-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_S3-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-s4,bz_S4-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_S4-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-t1,bz_T1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_T1,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-t2,bz_T2-,2026,12U,Boys,12U Boys,,tournament_only_team,bz_T2-,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-t3,bz_T3,2026,12U,Boys,12U Boys,,tournament_only_team,bz_T3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-t4,bz_T4,2026,12U,Boys,12U Boys,,tournament_only_team,bz_T4,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-u1,bz_U1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_U1,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-u2,bz_U2,2026,12U,Boys,12U Boys,,tournament_only_team,bz_U2,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-u3,bz_U3,2026,12U,Boys,12U Boys,,tournament_only_team,bz_U3,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-u4,bz_U4,2026,12U,Boys,12U Boys,,tournament_only_team,bz_U4,2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-v1,bz_V1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_V1 | bz_V1(L203),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-v2,bz_V2,2026,12U,Boys,12U Boys,,tournament_only_team,bz_V2 | bz_V2(4th_bz_R),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-v3,bz_V3,2026,12U,Boys,12U Boys,,tournament_only_team,bz_V3 | bz_V3(4th_bz_P),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-w1,bz_W1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_W1 | bz_W1(L204),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-w2-4th-bz-s,bz_W2(4th_bz_S),2026,12U,Boys,12U Boys,,tournament_only_team,bz_W2(4th_bz_S) | bz_W2(4th_bz_S)(L111),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-w3-4th-bz-t,bz_W3(4th_bz_T),2026,12U,Boys,12U Boys,,tournament_only_team,bz_W3(4th_bz_T) | bz_W3(4th_bz_T)(L112),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-x1,bz_X1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_X1 | bz_X1(L201),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-x2,bz_X2,2026,12U,Boys,12U Boys,,tournament_only_team,bz_X2 | bz_X2(L202),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-x3-4th-bz-u,bz_X3(4th_bz_U),2026,12U,Boys,12U Boys,,tournament_only_team,bz_X3(4th_bz_U) | bz_X3(4th_bz_U)(L90A),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-y1,bz_Y1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_Y1 | bz_Y1(1st_bz_V),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-y2,bz_Y2,2026,12U,Boys,12U Boys,,tournament_only_team,bz_Y2 | bz_Y2(1st_bz_W),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-z1,bz_Z1,2026,12U,Boys,12U Boys,,tournament_only_team,bz_Z1 | bz_Z1(2nd_bz_V),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-z2,bz_Z2,2026,12U,Boys,12U Boys,,tournament_only_team,bz_Z2 | bz_Z2(2nd_bz_W),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-boys-bz-z3,bz_Z3,2026,12U,Boys,12U Boys,,tournament_only_team,bz_Z3 | bz_Z3(2nd_bz_X),2026-jo-weekend-2|12u-boys-classic
tournament-team-2026-12u-coed-1st-au-m,1st_au_M,2026,12U,Coed,12U Coed,,tournament_only_team,1st_au_M,2026-jo-weekend-1|12u-coed-championship
tournament-team-2026-12u-coed-1st-au-n,1st_au_N,2026,12U,Coed,12U Coed,,tournament_only_team,1st_au_N,2026-jo-weekend-1|12u-coed-championship
