raw_name,canonical_team_id,reason
A1(1)-HONOLULU BLUE,honolulu-blue-a,alias_lookup
A1-LAWPC,lawpc-a,alias_lookup
A1-MISSION A,mission-wpc-a,alias_lookup
A1-MISSION B,mission-wpc-b,alias_lookup
A1-MISSION WPC A,mission-wpc-a,alias_lookup
A1-NORCAL BLACK,norcal-b,alias_lookup
A1-PATRIOT A,patriot-a,alias_lookup
A1-PATRIOT NAVY (A),patriot-a,club_pattern_level_rule
A1-POWAY VALLEY BLACK,poway-valley-black-a,alias_lookup
A1-SAND CANYON BLACK pt,sand-canyon-black-pt-a,alias_lookup
A1-SET,set-a,alias_lookup
A1-VEGAS RENEGADES,renegades-a,alias_lookup
A2 - NGen,ngen-a,alias_lookup
A2 - PV Blue(B),pv-blue-b,canonical_shape_known_club
A2 - Rain City,rain-city-a,alias_lookup
A2(16)-SHORE AQUATICS,shore-aquatics-a,alias_lookup
A2-680 RED,680-b,alias_lookup
A2-BREA OLINDA GOLD,brea-olinda-gold-a,alias_lookup
A2-CVU,cvu-a,alias_lookup
A2-DIABLO ALLIANCE B,diablo-alliance-b,alias_lookup
A2-LOYOLA WPC,loyola-wpc-a,alias_lookup
A2-NORTH IRVINE BLACK (A),north-irvine-a,club_pattern_level_rule
A2-ORWP A,orwp-a,alias_lookup
A2-SOUTH COUNTY AQUATICS,south-county-aquatics-a,alias_lookup
A2-TRILOGY BLACK,trilogy-black-a,alias_lookup
A2-TROJAN,trojan-a,alias_lookup
A2-VANGUARD A,vanguard-a,alias_lookup
A2-VANGUARD SILVER,vanguard-b,alias_lookup
A3 - 908 Green,908-green-a,alias_lookup
A3 - Foothill Red(A),,unresolved
A3 - SJA,sja-a,alias_lookup
A3 - San Clemente Black,san-clemente-black-a,alias_lookup
A3(17)-NORTH IRVINE RED,north-irvine-a,alias_lookup
A3-BACK BAY,back-bay-a,alias_lookup
A3-CIU,ciu-a,alias_lookup
A3-DEVILS GATE,devils-gate-a,alias_lookup
A3-LAMORINDA C,lamorinda-c,alias_lookup
A3-NORCAL B,norcal-b,alias_lookup
A3-PASADENA AC ORANGE,pasadena-ac-orange-a,alias_lookup
A3-ROUTE 66,route-66-a,alias_lookup
A3-SAN CLEMENTE BLACK,san-clemente-black-a,alias_lookup
A3-SAN DIEGO DONS 14 BLACK,san-diego-dons-14-black-a,alias_lookup
A3-TROJAN CARDINAL,trojan-cardinal-a,alias_lookup
A3-TROJAN GOLD,trojan-gold-a,alias_lookup
A3-TSM B,tsm-b,alias_lookup
A4 - Rose Bowl Black (B),rose-bowl-black-b,canonical_shape_known_club
A4 - Valley United,valley-united-a,alias_lookup
A4-NORTH IRVINE RED,north-irvine-a,alias_lookup
A4-SET,set-a,alias_lookup
A4-SFV,sfv-a,alias_lookup
A5-OHANA,ohana-a,alias_lookup
A5-SAN CLEMENTE WHITE (C),san-clemente-white-c,canonical_shape_known_club
AA1 - Patriot Navy,patriot-a,alias_lookup
AA2 - Commerce,commerce-a,alias_lookup
B1 - NSD Stars,nsd-stars-a,alias_lookup
B1 - Newport,newport-beach-a,alias_lookup
B1 - PV Black(A),pv-black-a,alias_lookup
B1 - Santa Cruz,santa-cruz-a,alias_lookup
B1(4)-DAVIS,davis-a,alias_lookup
B1-680 B,680-b,alias_lookup
B1-DIABLO ALLIANCE A,diablo-alliance-a,alias_lookup
B1-LA JOLLA UNITED A,la-jolla-united-a,alias_lookup
B1-NBWP BLUE (A),nbwp-blue-a,alias_lookup
B1-NEWPORT BEACH BLUE,newport-beach-a,alias_lookup
B1-NORCAL,norcal-a,alias_lookup
B1-PEAK POLO LIGHTNING pt,peak-polo-lightning-pt-a,alias_lookup
B1-RANCHO TSUNAMI,rancho-tsunami-a,alias_lookup
B1-SAN FRANCISCO,san-francisco-a,alias_lookup
B2 - 908 Blue(B),908-blue-b,canonical_shape_known_club
B2 - Crown City,crown-city-a,alias_lookup
B2 - ECA A,eca-a,alias_lookup
B2 - South Coast,south-coast-a,alias_lookup
B2(13)-BACK BAY,back-bay-a,alias_lookup
B2-ALAMEDA,alameda-a,alias_lookup
B2-MISSION 14B,mission-wpc-b,alias_lookup
B2-NEWPORT BEACH A,newport-beach-a,alias_lookup
B2-PALOS VERDES A,palos-verdes-a,alias_lookup
B2-PASADENA AC ORANGE,pasadena-ac-orange-a,alias_lookup
B2-ROSE BOWL,rose-bowl-a,alias_lookup
B2-SKIP,skip-a,alias_lookup
B2-TROJAN CARDINAL,trojan-cardinal-a,alias_lookup
B2-TROJAN GOLD,trojan-gold-a,alias_lookup
B3 - Northwest,northwest-a,alias_lookup
B3 - Rose Bowl Red(A),rose-bowl-red-a,alias_lookup
B3 - Shore Aquatics,shore-aquatics-a,alias_lookup
B3 - Stanford White,stanford-b,alias_lookup
B3(20)-LA JOLLA UNITED GOLD,la-jolla-united-gold-a,alias_lookup
B3-HIELAND,hieland-a,alias_lookup
B3-LAMORINDA,lamorinda-a,alias_lookup
B3-NORCAL TEAL,norcal-a,alias_lookup
B3-NORTH IRVINE B,north-irvine-b,alias_lookup
B3-NORTH IRVINE BLACK,north-irvine-b,alias_lookup
B3-ORANGE COUNTY WPC B,orange-county-wpc-b,alias_lookup
B3-PATRIOT RED,patriot-b,alias_lookup
B3-SAN CLEMENTE BLACK,san-clemente-black-a,alias_lookup
B3-SOUTH COAST BLUE (C),south-coast-blue-c,canonical_shape_known_club
B3-STANFORD B,stanford-b,alias_lookup
B4 - Rose Bowl Black,rose-bowl-black-a,alias_lookup
B4 - Trojan Gold (B),trojan-gold-b,canonical_shape_known_club
B4-SAN CLEMENTE BLACK (B),san-clemente-black-b,canonical_shape_known_club
B4-SAND CANYON RED,sand-canyon-red-a,alias_lookup
B5-NORTH IRVINE RED (B),north-irvine-b,club_pattern_level_rule
BB1 - Newport,newport-beach-a,alias_lookup
BB2 - SD Dons Black,sd-dons-a,alias_lookup
C1 - Back Bay,back-bay-a,alias_lookup
C1 - CIU Gold(A),ciu-gold-a,alias_lookup
C1 - SET,set-a,alias_lookup
C1(5)-LAWPC,lawpc-a,alias_lookup
C1-LAMORINDA A,lamorinda-a,alias_lookup
C1-MISSION WPC (A),mission-wpc-a,alias_lookup
C1-PASADENA AC,pasadena-ac-a,alias_lookup
C1-SAN DIEGO DONS,sd-dons-a,alias_lookup
C1-SD DONS,sd-dons-a,alias_lookup
C1-SHORE AQUATICS,shore-aquatics-a,alias_lookup
C1-VANGUARD B,vanguard-b,alias_lookup
C1-VANGUARD BLUE,vanguard-a,alias_lookup
C2 - CDM White,cdm-white-a,alias_lookup
C2 - South Coast White,south-coast-b,alias_lookup
C2 - Trojan Cardinal(A),trojan-cardinal-a,alias_lookup
C2(12)-NORTHWEST,northwest-a,alias_lookup
C2-BACK BAY,back-bay-a,alias_lookup
C2-GOLD COAST,gold-coast-a,alias_lookup
C2-LAMORINDA A,lamorinda-a,alias_lookup
C2-OVAC,ovac-a,alias_lookup
C2-PEAK POLO BOLTZ pt,peak-polo-boltz-pt-a,alias_lookup
C2-SAN JOSE FOUNDATION BLACK,san-jose-foundation-black-a,alias_lookup
C2-SJ FOUNDATION,sj-foundation-a,alias_lookup
C2-SOCAL GOLD (B),socal-gold-b,canonical_shape_known_club
C2-TRITON GOLD,triton-gold-a,alias_lookup
C2-VANGUARD BLUE,vanguard-a,alias_lookup
C2-VANGUARD SILVER,vanguard-b,alias_lookup
C3 - ECA B,eca-b,alias_lookup
C3 - SD Dons Gold,sd-dons-c,alias_lookup
C3 - Titans Gold,titans-gold-a,alias_lookup
C3(21)-STANFORD 13,stanford-13-a,alias_lookup
C3-NBWP WHITE (B),nbwp-white-b,canonical_shape_known_club
C3-NEWPORT BEACH WHITE,newport-beach-c,alias_lookup
C3-NORCAL A,norcal-a,alias_lookup
C3-ORANGE COUNTY WPC RED,ocwpc-c,alias_lookup
C3-PALOS VERDES B,palos-verdes-b,alias_lookup
C3-RANCHO TSUNAMI BLUE,rancho-tsunami-blue-a,alias_lookup
C3-SAN JOSE EXPRESS,sj-express-a,alias_lookup
C3-SANTA CRUZ,santa-cruz-a,alias_lookup
C3-SOUTH COAST RED (A),south-coast-a,club_pattern_level_rule
C3-SOUTH VALLEY,south-valley-a,alias_lookup
C3-STANFORD C,stanford-c,alias_lookup
C4 - Foothill Black(B),,unresolved
C4 - Sharks,sharks-a,alias_lookup
C4-DEVILS GATE,devils-gate-a,alias_lookup
C4-VANGUARD SILVER (B),vanguard-b,club_pattern_level_rule
C5-OCWPC RED (B),ocwpc-b,club_pattern_level_rule
CC1 - 908,908-a,alias_lookup
CC1 - Greenwich,greenwich-a,alias_lookup
CC2 - Greenwich,greenwich-a,alias_lookup
CC2 - Newport White,newport-beach-c,alias_lookup
CDM White,cdm-white-a,alias_lookup
Commerce,commerce-a,alias_lookup
Crown City,crown-city-a,alias_lookup
D1 - 908 Yellow(A),908-yellow-a,alias_lookup
D1 - Newport White,newport-beach-c,alias_lookup
D1 - Norcal Aquatics B,norcal-b,alias_lookup
D1(1stA)-SAND CANYON BLACK pt,sand-canyon-black-pt-a,alias_lookup
D1-CC UNITED BLACK,cc-united-a,alias_lookup
D1-LA JOLLA UNITED NAVY,la-jolla-united-a,alias_lookup
D1-LA PREMIER,la-premier-a,alias_lookup
D1-LAWPC,lawpc-a,alias_lookup
D1-PRIDE,pride-a,alias_lookup
D1-SAND CANYON,sand-canyon-a,alias_lookup
D1-SOCAL BLACK (A),socal-black-a,alias_lookup
D1-TITANS,titans-a,alias_lookup
D2 - LACUWP,lacuwp-a,alias_lookup
D2 - Route 66 14U Boys,route-66-a,alias_lookup
D2(1stB)-PEAK POLO LIGHTNING pt,peak-polo-lightning-pt-a,alias_lookup
D2-ALAMEDA,alameda-a,alias_lookup
D2-AMERICAN RIVER GOLD,american-river-b,alias_lookup
D2-DIABLO ALLIANCE B,diablo-alliance-b,alias_lookup
D2-LAMORINDA B,lamorinda-b,alias_lookup
D2-MISSION A,mission-wpc-a,alias_lookup
D2-NEWPORT BEACH B,newport-beach-b,alias_lookup
D2-PRIDE BLACK,pride-black-a,alias_lookup
D2-SAN CLEMENTE RED (A),san-clemente-red-a,alias_lookup
D2-SET,set-a,alias_lookup
D3 - Santa Barbara,santa-barbara-a,alias_lookup
D3 - South Coast White(B),south-coast-b,club_pattern_level_rule
D3 - Titans,titans-a,alias_lookup
D3(1stC)-PEAK POLO BOLTZ pt,peak-polo-boltz-pt-a,alias_lookup
D3-680 C,680-c,alias_lookup
D3-AMERICAN RIVER A,american-river-a,alias_lookup
D3-CDM B,cdm-b,alias_lookup
D3-MIDPEN,midpen-a,alias_lookup
D3-ORWP B,orwp-b,alias_lookup
D3-PALOS VERDES B,palos-verdes-b,alias_lookup
D3-PATRIOT RED (B),patriot-b,club_pattern_level_rule
D3-SAN DIEGO SHORES,san-diego-shores-a,alias_lookup
D3-STANFORD RED,stanford-b,alias_lookup
D4 - ORWP Red (B),orwp-red-b,canonical_shape_known_club
D4 - Trilogy,trilogy-a,alias_lookup
D4-HIELAND,hieland-a,alias_lookup
D4-NEWPORT BEACH SILVER,newport-beach-b,alias_lookup
DD1 - SD Shores Black,sd-shores-black-a,alias_lookup
DD1 - SD Shores Gold,sd-shores-gold-a,alias_lookup
DD2 - North Irvine,north-irvine-a,alias_lookup
DD2 - Rose Bowl Red,rose-bowl-red-a,alias_lookup
E1 - Commerce,commerce-a,alias_lookup
E1 - Greenwich,greenwich-a,alias_lookup
E1 - Mission B,mission-wpc-b,alias_lookup
E1(2)-FOOTHILL RED,foothill-b,alias_lookup
E1(2ndA)-VANGUARD SILVER,vanguard-b,alias_lookup
E1-908,908-a,alias_lookup
E1-ALAMEDA,alameda-a,alias_lookup
E1-GOLD COAST,gold-coast-a,alias_lookup
E1-OCWPC BLUE (A),ocwpc-blue-a,alias_lookup
E1-STANFORD RED,stanford-b,alias_lookup
E1-TEMPLE CITY,temple-city-a,alias_lookup
E2 - CCWP,ccwp-a,alias_lookup
E2 - ORWP,orwp-a,alias_lookup
E2 - Temple City ,temple-city-a,alias_lookup
E2(15)-MISSION WPC B,mission-wpc-b,alias_lookup
E2(2ndB)-ALAMEDA,alameda-a,alias_lookup
E2-HONOLULU GREEN,honolulu-green-a,alias_lookup
E2-SHARKS,sharks-a,alias_lookup
E2-STANFORD A,stanford-a,alias_lookup
E2-TITANS,titans-a,alias_lookup
E2-TSUNAMI BLUE,tsunami-blue-a,alias_lookup
E3 - CIU Coast ,ciu-coast-a,alias_lookup
E3 - Foothill,foothill-a,alias_lookup
E3 - Sharks,sharks-a,alias_lookup
E3(18)-CC UNITED BLUE,cc-united-b,alias_lookup
E3-CC UNITED WHITE,cc-united-c,alias_lookup
E3-CMAC,cmac-a,alias_lookup
E3-SAN CLEMENTE,san-clemente-a,alias_lookup
E3-SAN FRANCISCO,san-francisco-a,alias_lookup
E3-SAN JOSE FOUNDATION BLUE,san-jose-foundation-blue-a,alias_lookup
E3-SUPREME,supreme-a,alias_lookup
E4-  Loyola,loyola-a,alias_lookup
E4-TMEC WP,tmec-wp-a,alias_lookup
ECA B,eca-b,alias_lookup
F1 - Shore Red,shore-red-a,alias_lookup
F1(3)-CT PREMIER,ct-premier-a,alias_lookup
F1(3rdA)-TSM B,tsm-b,alias_lookup
F1-COMMERCE,commerce-a,alias_lookup
F1-LAMORINDA B,lamorinda-b,alias_lookup
F1-PATRIOT B,patriot-b,alias_lookup
F1-SET,set-a,alias_lookup
F1-SHAQ,shaq-a,alias_lookup
F1-VANGUARD BLUE (A),vanguard-a,club_pattern_level_rule
F2 - SBWPC A,sbwpc-a,alias_lookup
F2(14)-BOA,boa-a,alias_lookup
F2(3rdB)-HIELAND,hieland-a,alias_lookup
F2-680 BLUE,680-a,alias_lookup
F2-CDM,cdm-a,alias_lookup
F2-FOOTHILL CLUB,foothill-a,alias_lookup
F2-NADO,nado-a,alias_lookup
F2-SOUTH COAST RED,south-coast-a,alias_lookup
F2-SOUTH COAST WHITE,south-coast-b,alias_lookup
F3 - Supreme,supreme-a,alias_lookup
F3(19)-680 BLUE,680-a,alias_lookup
F3(3rdC)-SOUTH VALLEY,south-valley-a,alias_lookup
F3-680 WHITE,680-c,alias_lookup
F3-AMERICAN RIVER B,american-river-b,alias_lookup
F3-BURLINGAME,burlingame-a,alias_lookup
F3-CHAWP,chawp-a,alias_lookup
F3-CLOVIS RED,clovis-red,alias_lookup
F3-DIABLO ALLIANCE A,diablo-alliance-a,alias_lookup
F4 -  NGEN,ngen-a,alias_lookup
F4(4thC)-ROUTE 66,route-66-a,alias_lookup
F4-RENEGADES,renegades-a,alias_lookup
F5(4thB)-SAND CANYON RED,sand-canyon-red-a,alias_lookup
G1 - Norcal,norcal-a,alias_lookup
G1 - ORWP 14U Black (A),orwp-14u-black-a,alias_lookup
G1(1stA)(W#22)-PATRIOT NAVY (A),patriot-a,club_pattern_level_rule
G1(1stA)-MISSION WPC A,mission-wpc-a,alias_lookup
G1(1stA)-POWAY VALLEY BLACK,poway-valley-black-a,alias_lookup
G1(1stA)-VEGAS RENEGADES,renegades-a,alias_lookup
G1(6)-SD ECA,sd-eca-a,alias_lookup
G1-680 RED,680-b,alias_lookup
G1-LA JOLLA UNITED B,la-jolla-united-b,alias_lookup
G1-NORTH IRVINE A,north-irvine-a,alias_lookup
G2 - Gate 14U,gate-14u-a,alias_lookup
G2 - SOCAL,socal-a,alias_lookup
G2(11)-LAMORINDA B,lamorinda-b,alias_lookup
G2(1stB)-PALOS VERDES A,palos-verdes-a,alias_lookup
G2(1stB)-SAN FRANCISCO,san-francisco-a,alias_lookup
G2(1stD)(W#27)-SOCAL BLACK (A),socal-black-a,alias_lookup
G2(1stD)-LAWPC,lawpc-a,alias_lookup
G2-680 A,680-a,alias_lookup
G2-SAN JOSE EXPRESS BLUE,san-jose-express-blue-a,alias_lookup
G2-SOCAL,socal-a,alias_lookup
G3 - LA City United ,la-city-united-a,alias_lookup
G3(1stC)-PASADENA AC,pasadena-ac-a,alias_lookup
G3(1stC)-VANGUARD BLUE,vanguard-a,alias_lookup
G3(1stE)(W#26)-OCWPC BLUE (A),ocwpc-blue-a,alias_lookup
G3(1stE)-ALAMEDA,alameda-a,alias_lookup
G3(22)-VANGUARD SILVER,vanguard-b,alias_lookup
G3-DAVIS,davis-a,alias_lookup
G3-NORTHWEST,northwest-a,alias_lookup
G3-STANFORD WHITE,stanford-b,alias_lookup
G4 - PAC,pac-a,alias_lookup
G4-CC UNITED WHITE,cc-united-c,alias_lookup
Greenwich,greenwich-a,alias_lookup
H1 - Greenwich,greenwich-a,alias_lookup
H1 - South Coast Red(A),south-coast-a,club_pattern_level_rule
H1(1stB)(W#25)-NBWP BLUE (A),nbwp-blue-a,alias_lookup
H1(1stB)-SKIP,skip-a,alias_lookup
H1(1stD)-SAND CANYON,sand-canyon-a,alias_lookup
H1(2ndA)-TROJAN CARDINAL,trojan-cardinal-a,alias_lookup
H1-CC UNITED BLUE,cc-united-b,alias_lookup
H1-CDM,cdm-a,alias_lookup
