"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","5-5-5-5","","","","","","","","","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group H","EL TORO HS 2","2","H(8)-ECA","16","H(32)-A TOWN","9","","","10C-002","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group G","EL TORO HS 2","5","G(7)-FOOTHILL RED","24","G(31)-LOWPO","5","","","10C-005","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group F","EL TORO HS 2","8","F(6)-SANTA BARBARA WPC","18","F(30)-SHAQ","1","","","10C-008","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group E","EL TORO HS 2","11","E(5)-CHANNEL ISLANDS UNITED","20","E(29)-ALAMEDA","4","","","10C-011","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group H","EL TORO HS 2","14","H(17)-VANGUARD","20","H(32)-A TOWN","4","","","10C-014","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group G","EL TORO HS 2","17","G(18)-WHITTIER","23","G(31)-LOWPO","8","","","10C-017","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group F","EL TORO HS 2","20","F(19)-LA CITY UNITED","16","F(30)-SHAQ","2","","","10C-020","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group E","EL TORO HS 2","23","E(20)-TPC SHARKS","14","E(29)-ALAMEDA","3","","","10C-023","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group H","EL TORO HS 2","26","H(8)-ECA","1","H(17)-VANGUARD","14","","","10C-026","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group G","EL TORO HS 2","29","G(7)-FOOTHILL RED","13","G(18)-WHITTIER","7","","","10C-029","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group F","EL TORO HS 2","32","F(6)-SANTA BARBARA WPC","11","F(19)-LA CITY UNITED","7","","","10C-032","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group E","EL TORO HS 2","35","E(5)-CHANNEL ISLANDS UNITED","14","E(20)-TPC SHARKS","7","","","10C-035","","","","","","","","","","","","","",""
"18-Jul","5:50 PM","2-3 cross","EL TORO HS 2","38","2nd H-ECA","10","3rd G-LOWPO","14","pt_U2","au_N2","10C-038","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2-3 cross","EL TORO HS 2","41","2nd G-WHITTIER","20","3rd H-A TOWN","5","pt_T2","au_M2","10C-041","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2-3 cross","EL TORO HS 2","44","2nd F-LA CITY UNITED","17","3rd E-ALAMEDA","3","pt_S2","au_P2","10C-044","","","","","","","","","","","","","",""
"18-Jul","8:20 PM","2-3 cross","EL TORO HS 2","47","2nd E-TPC SHARKS","18","3rd F-SHAQ","6","pt_R2","au_O2","10C-047","","","","","","","","","","","","","",""
"","","","SADDLEBACK COLLEGE 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group I","SADDLEBACK COLLEGE 2","3","I(9)-OCWPC BLUE","13","I(33)-WEST VALLEY","2","","","10C-003","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group J","SADDLEBACK COLLEGE 2","6","J(10)-NORTH IRVINE","18","J(34)-AQUATEX","3","","","10C-006","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group K","SADDLEBACK COLLEGE 2","9","K(11)-LOS ALAMITOS","18","K(35)-CHICAGO PARK","6","","","10C-009","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group L","SADDLEBACK COLLEGE 2","12","L(12)-AMERICAN RIVER","17","L(36)-CARMEL","9","","","10C-012","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group I","SADDLEBACK COLLEGE 2","15","I(16)-PRAETORIAN","14","I(33)-WEST VALLEY","10","","","10C-015","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group J","SADDLEBACK COLLEGE 2","18","J(15)-LAGUNA BLACK","16","J(34)-AQUATEX","2","","","10C-018","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group K","SADDLEBACK COLLEGE 2","21","K(14)-SAN JOSE EXPRESS","10","K(35)-CHICAGO PARK","9","","","10C-021","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group L","SADDLEBACK COLLEGE 2","24","L(13)-LYONS AQUATICS","19","L(36)-CARMEL","4","","","10C-024","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group I","SADDLEBACK COLLEGE 2","27","I(9)-OCWPC BLUE","16","I(16)-PRAETORIAN","0","","","10C-027","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group J","SADDLEBACK COLLEGE 2","30","J(10)-NORTH IRVINE","7","J(15)-LAGUNA BLACK","6","","","10C-030","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group K","SADDLEBACK COLLEGE 2","33","K(11)-LOS ALAMITOS","15","K(14)-SAN JOSE EXPRESS","5","","","10C-033","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group L","SADDLEBACK COLLEGE 2","36","L(12)-AMERICAN RIVER","7","L(13)-LYONS AQUATICS","19","","","10C-036","","","","","","","","","","","","","",""
"18-Jul","5:50 PM","2-3 cross","SADDLEBACK COLLEGE 2","39","2nd I-PRAETORIAN","14","3rd J-AQUATEX","11","pt_U1","au_N3","10C-039","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2-3 cross","SADDLEBACK COLLEGE 2","42","2nd J-LAGUNA BLACK","17","3rd I-WEST VALLEY","1","pt_T1","au_M3","10C-042","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2-3 cross","SADDLEBACK COLLEGE 2","45","2nd K-SAN JOSE EXPRESS","18","3rd L-CARMEL","8","pt_S1","au_P3","10C-045","","","","","","","","","","","","","",""
"18-Jul","8:20 PM","2-3 cross","SADDLEBACK COLLEGE 2","48","2nd L-AMERICAN RIVER","10","3rd K-CHICAGO PARK","20","pt_R1","au_O3","10C-048","","","","","","","","","","","","","",""
"Sun, July 19","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","pt_N","pt_O","","","","","","","","","","","","","","","","","","","","","",""
"","","1st B-PATRIOT NAVY","1st C-SD SHORES BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","1st G-FOOTHILL RED	","1st F-SANTA BARBARA WPC","","","","","","","","","","","","","","","","","","","","","",""
"","","1st J-NORTH IRVINE","1st K-LOS ALAMITOS","","","","","","","","","","","","","","","","","","","","","",""
"","","pt_S","pt_T","","","","","","","","","","","","","","","","","","","","","",""
"","","W45-SAN JOSE EXPRESS","W42-LAGUNA BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","W44-LA CITY UNITED","W41-WHITTIER","","","","","","","","","","","","","","","","","","","","","",""
"","","W43-CMAC","W40-LA PREMIER BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","","BECKMAN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:00 AM","Group","BECKMAN HS 2","49","pt_O2-SANTA BARBARA WPC","11","pt_O3-LOS ALAMITOS","9","","","10C-049","","","pt_Group","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","BECKMAN HS 2","51","pt_U1-PRAETORIAN","12","pt_U2-LOWPO","13","","","10C-051","","","pt_Group","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","BECKMAN HS 2","54","pt_M2-VANGUARD","8","pt_M3-OCWPC BLUE","11","","","10C-054","","","pt_Group","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","BECKMAN HS 2","57","pt_S1-SAN JOSE EXPRESS","10","pt_S2-LA CITY UNITED","7","","","10C-057","","","pt_Group","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","BECKMAN HS 2","60","pt_O1-SD SHORES BLACK","6","pt_O3-LOS ALAMITOS","16","","","10C-060","","","pt_Group","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","BECKMAN HS 2","63","pt_U1-PRAETORIAN","2","pt_U3-ROSE BOWL RED","13","","","10C-063","","","pt_Group","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","BECKMAN HS 2","66","pt_M1-CHULA VISTA PREMIER","7","pt_M3-OCWPC BLUE","19","","","10C-066","","","pt_Group","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","BECKMAN HS 2","69","pt_S1-SAN JOSE EXPRESS","11","pt_S3-CMAC","7","","","10C-069","","","pt_Group","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","BECKMAN HS 2","72","pt_O1-SD SHORES BLACK","3","pt_O2-SANTA BARBARA WPC","9","","","10C-072","","","pt_Group","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","BECKMAN HS 2","75","pt_U2-LOWPO","3","pt_U3-ROSE BOWL RED","12","","","10C-075","","","pt_Group","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","BECKMAN HS 2","78","pt_M1-CHULA VISTA PREMIER","8","pt_M2-VANGUARD","9","","","10C-078","","","pt_Group","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","BECKMAN HS 2","81","pt_S2-LA CITY UNITED","14","pt_S3-CMAC","5","","","10C-081","","","pt_Group","","","","","","","","","","",""
"19-Jul","6:40 PM","Play-in","BECKMAN HS 2","85","3rd pt_O-SD SHORES BLACK","1","1st pt_U-ROSE BOWL RED","12","89","105","10C-085","","","pt_Play-in","","","","","","","","","","",""
"19-Jul","7:30 PM","Play-in","BECKMAN HS 2","87","3rd pt_M-CHULA VISTA PREMIER","17","1st pt_S-SAN JOSE EXPRESS","7","98","102","10C-087","","","pt_Play-in","","","","","","","","","","",""
"","","","CAPISTRANO VALLEY HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:00 AM","Group","CAPISTRANO VALLEY HS 2","50","pt_P2-CHANNEL ISLANDS UNITED","9.3","pt_P3-LYONS AQUATICS","9.2","","","10C-050","","","pt_Group","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","CAPISTRANO VALLEY HS 2","52","pt_T1-LAGUNA BLACK","9","pt_T2-WHITTIER","3","","","10C-052","","","pt_Group","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","CAPISTRANO VALLEY HS 2","55","pt_N2-FOOTHILL RED	","4","pt_N3-NORTH IRVINE","16","","","10C-055","","","pt_Group","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","CAPISTRANO VALLEY HS 2","58","pt_R1-CHICAGO PARK","10","pt_R2-TPC SHARKS","12","","","10C-058","","","pt_Group","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","CAPISTRANO VALLEY HS 2","61","pt_P1-YOLO","11","pt_P3-LYONS AQUATICS","13","","","10C-061","","","pt_Group","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","CAPISTRANO VALLEY HS 2","64","pt_T1-LAGUNA BLACK","10","pt_T3-LA PREMIER BLACK","3","","","10C-064","","","pt_Group","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","CAPISTRANO VALLEY HS 2","67","pt_N1-PATRIOT NAVY","10","pt_N3-NORTH IRVINE","2","","","10C-067","","","pt_Group","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","CAPISTRANO VALLEY HS 2","70","pt_R1-CHICAGO PARK","6","pt_R3-CHAWP","12","","","10C-070","","","pt_Group","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","CAPISTRANO VALLEY HS 2","73","pt_P1-YOLO","7","pt_P2-CHANNEL ISLANDS UNITED","9","","","10C-073","","","pt_Group","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","CAPISTRANO VALLEY HS 2","76","pt_T2-WHITTIER","9","pt_T3-LA PREMIER BLACK","12","","","10C-076","","","pt_Group","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","CAPISTRANO VALLEY HS 2","79","pt_N1-PATRIOT NAVY","11","pt_N2-FOOTHILL RED	","2","","","10C-079","","","pt_Group","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","CAPISTRANO VALLEY HS 2","82","pt_R2-TPC SHARKS","10","pt_R3-CHAWP","2","","","10C-082","","","pt_Group","","","","","","","","","","",""
"19-Jul","6:40 PM","Play-in","CAPISTRANO VALLEY HS 2","86","3rd pt_P-YOLO","8","1st pt_T-LAGUNA BLACK","5","95","99","10C-086","","","pt_Play-in","","","","","","","","","","",""
"19-Jul","7:30 PM","Play-in","CAPISTRANO VALLEY HS 2","88","3rd pt_N-FOOTHILL RED","13","1st pt_R-TPC SHARKS","9","92","96","10C-088","","","pt_Play-in","","","","","","","","","","",""
"","","au_N","au_O","","","","","","","","","","","","","","","","","","","","","",""
"","","L37-ASA","L46-CORONADO","","","","","","","","","","","","","","","","","","","","","",""
"","","L38-ECA","L47-SHAQ","","","","","","","","","","","","","","","","","","","","","",""
"","","L39-AQUATEX","L48-AMERICAN RIVER","","","","","","","pt_","","","","","","","","","","","","","","",""
"","","","","","","","","","","au_","","","","","","","","","","","","","","",""
"","","","SADDLEBACK COLLEGE 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:00 AM","Group","SADDLEBACK COLLEGE 2","53","au_M2-A TOWN","5","au_M3-WEST VALLEY","11","","","10C-053","","","au_Group","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","SADDLEBACK COLLEGE 2","56","au_N2-ECA","13","au_N3-AQUATEX","15","","","10C-056","","","au_Group","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","SADDLEBACK COLLEGE 2","59","au_O2-SHAQ","10","au_O3-AMERICAN RIVER","14","","","10C-059","","","au_Group","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","SADDLEBACK COLLEGE 2","62","au_P2-ALAMEDA","10","au_P3-CARMEL","8","","","10C-062","","","au_Group","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","SADDLEBACK COLLEGE 2","65","au_M1-DIABLO ALLIANCE A","12","au_M3-WEST VALLEY","3","","","10C-065","","","au_Group","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","SADDLEBACK COLLEGE 2","68","au_N1-ASA","7","au_N3-AQUATEX","15","","","10C-068","","","au_Group","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","SADDLEBACK COLLEGE 2","71","au_O1-CORONADO","5","au_O3-AMERICAN RIVER","16","","","10C-071","","","au_Group","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","SADDLEBACK COLLEGE 2","74","au_P1-SOUTH COAST RED","15","au_P3-CARMEL","3","","","10C-074","","","au_Group","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","SADDLEBACK COLLEGE 2","77","au_M1-DIABLO ALLIANCE A","15","au_M2-A TOWN","3","","","10C-077","","","au_Group","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","SADDLEBACK COLLEGE 2","80","au_N1-ASA","6","au_N2-ECA","12","","","10C-080","","","au_Group","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","SADDLEBACK COLLEGE 2","83","au_O1-CORONADO","5","au_O2-SHAQ","13","","","10C-083","","","au_Group","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","SADDLEBACK COLLEGE 2","84","au_P1-SOUTH COAST RED","12","au_P2-ALAMEDA","5","","","10C-084","","","au_Group","","","","","","","","","","",""
"Mon, July 20","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","EL TORO HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","5-8 v 9-12","EL TORO HS 2","89","2nd pt_P-LYONS AQUATICS","13","W85-ROSE BOWL RED","8","107","113","10C-089","","","pt_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","8:50 AM","5-8 v 9-12","EL TORO HS 2","92","2nd pt_M-VANGUARD","10","W88-FOOTHILL RED","8","107","113","10C-092","","","pt_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","9:40 AM","5-8 v 9-12","EL TORO HS 2","95","2nd pt_O-LOS ALAMITOS","16","W86-YOLO","13","110","116","10C-095","","","pt_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","10:30 AM","5-8 v 9-12","EL TORO HS 2","98","2nd pt_N-NORTH IRVINE","11","W87-CHULA VISTA PREMIER","7","110","116","10C-098","","","pt_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","11:20 AM","1-2 v 3-4","EL TORO HS 2","101","1st pt_N-PATRIOT NAVY","15","1st pt_O-SANTA BARBARA WPC","6","132","119","10C-101","","","pt_1-2 v 3-4","","","","","","","","","","",""
"20-Jul","12:10 PM","1-2 v 3-4","EL TORO HS 2","104","1st pt_M-OCWPC BLUE","7","1st pt_P-CHANNEL ISLANDS UNITED","4","131","122","10C-104","","","pt_1-2 v 3-4","","","","","","","","","","",""
"20-Jul","1:00 PM","5-6 v 7-8","EL TORO HS 2","107","W89-LYONS AQUATICS","10","W92-VANGUARD","6","119","140","10C-107","","","pt_5-6 v 7-8","","","","","","","","","","",""
"20-Jul","1:50 PM","5-6 v 7-8","EL TORO HS 2","110","W95-LOS ALAMITOS","7","W98-NORTH IRVINE","14","122","140","10C-110","","","pt_5-6 v 7-8","","","","","","","","","","",""
"20-Jul","2:40 PM","9-12 semi","EL TORO HS 2","113","L92-FOOTHILL RED","4","L89-ROSE BOWL RED","9","138","137","10C-113","","","pt_9-12 semi","","","","","","","","","","",""
"20-Jul","3:30 PM","9-12 semi","EL TORO HS 2","116","L98-CHULA VISTA PREMIER","16","L95-YOLO","14","138","137","10C-116","","","pt_9-12 semi","","","","","","","","","","",""
"20-Jul","4:20 PM","Play-in","EL TORO HS 2","119","L101-SANTA BARBARA WPC","15","W107-LYONS AQUATICS","12","131","141","10C-119","","","pt_Play-in","","","","","","","","","","",""
"20-Jul","5:10 PM","Play-in","EL TORO HS 2","122","L104-CHANNEL ISLANDS UNITED","4","W110-NORTH IRVINE","6","132","141","10C-122","","","pt_Play-in","","","","","","","","","","",""
"","","","EL TORO HS 3","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","21-24 RR","EL TORO HS 3","90","3rd pt_T-WHITTIER","12","3rd pt_S-CMAC","8","","","10C-090","","","pt_21-24 RR","","","","","","","","","","",""
"20-Jul","8:50 AM","21-24 RR","EL TORO HS 3","93","3rd pt_U-PRAETORIAN","13","3rd pt_R-CHICAGO PARK","12","","","10C-093","","","pt_21-24 RR","","","","","","","","","","",""
"20-Jul","9:40 AM","13-20 qtr","EL TORO HS 3","96","L88-TPC SHARKS","16","2nd pt_U-LOWPO","7","114","117","10C-096","","","pt_13-20 qtr","","","","","","","","","","",""
"20-Jul","10:30 AM","13-20 qtr","EL TORO HS 3","99","L86-LAGUNA BLACK","11.2","2nd pt_S-LA CITY UNITED","11.1","114","117","10C-099","","","pt_13-20 qtr","","","","","","","","","","",""
"20-Jul","11:20 AM","13-20 qtr","EL TORO HS 3","102","L87-SAN JOSE EXPRESS","10","2nd pt_T-LA PREMIER BLACK","9","120","123","10C-102","","","pt_13-20 qtr","","","","","","","","","","",""
"20-Jul","12:10 PM","13-20 qtr","EL TORO HS 3","105","L85-SD SHORES BLACK","13","2nd pt_R-CHAWP","6","120","123","10C-105","","","pt_13-20 qtr","","","","","","","","","","",""
"20-Jul","1:00 PM","21-24 RR","EL TORO HS 3","108","3rd pt_U-PRAETORIAN","12","3rd pt_S-CMAC","11","","","10C-108","","","pt_21-24 RR","","","","","","","","","","",""
"20-Jul","1:50 PM","21-24 RR","EL TORO HS 3","111","3rd pt_T-WHITTIER","14","3rd pt_R-CHICAGO PARK","12","","","10C-111","","","pt_21-24 RR","","","","","","","","","","",""
"20-Jul","2:40 PM","13-16 semi","EL TORO HS 3","114","W96-TPC SHARKS","11","W99-LAGUNA BLACK","8","135","134","10C-114","","","pt_13-16 semi","","","","","","","","","","",""
"20-Jul","3:30 PM","17-20 semi","EL TORO HS 3","117","L99-LA CITY UNITED","18","L96-LOWPO","14","129","128","10C-117","","","pt_17-20 semi","","","","","","","","","","",""
"20-Jul","4:20 PM","13-16 semi","EL TORO HS 3","120","W102-SAN JOSE EXPRESS","8","W105-SD SHORES BLACK","5","135","134","10C-120","","","pt_13-16 semi","","","","","","","","","","",""
"20-Jul","5:10 PM","17-20 semi","EL TORO HS 3","123","L105-CHAWP","7","L102-LA PREMIER BLACK","12","129","128","10C-123","","","pt_17-20 semi","","","","","","","","","","",""
"","","","CAPISTRANO VALLEY HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","5-8 v 9-12","CAPISTRANO VALLEY HS 2","91","2nd au_P-ALAMEDA","17","3rd au_O-CORONADO","1","109","115","10C-091","","","au_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","8:50 AM","5-8 v 9-12","CAPISTRANO VALLEY HS 2","94","2nd au_O-SHAQ","12","3rd au_P-CARMEL","6","112","118","10C-094","","","au_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","9:40 AM","5-8 v 9-12","CAPISTRANO VALLEY HS 2","97","2nd au_M-WEST VALLEY","11","3rd au_N-ASA","6","109","115","10C-097","","","au_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","10:30 AM","5-8 v 9-12","CAPISTRANO VALLEY HS 2","100","2nd au_N-ECA","13","3rd au_M-A TOWN","10","112","118","10C-100","","","au_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","11:20 AM","1-2 v 3-4","CAPISTRANO VALLEY HS 2","103","1st au_N-AQUATEX","12","1st au_O-AMERICAN RIVER","15","130","121","10C-103","","","au_1-2 v 3-4","","","","","","","","","","",""
"20-Jul","12:10 PM","1-2 v 3-4","CAPISTRANO VALLEY HS 2","106","1st au_M-DIABLO ALLIANCE A","10","1st au_P-SOUTH COAST RED","13","127","124","10C-106","","","au_1-2 v 3-4","","","","","","","","","","",""
"20-Jul","1:00 PM","5-6 v 7-8","CAPISTRANO VALLEY HS 2","109","W91-ALAMEDA","4","W97-WEST VALLEY","8","121","142","10C-109","","","au_5-6 v 7-8","","","","","","","","","","",""
"20-Jul","1:50 PM","5-6 v 7-8","CAPISTRANO VALLEY HS 2","112","W94-SHAQ","6","W100-ECA","15","124","142","10C-112","","","au_5-6 v 7-8","","","","","","","","","","",""
"20-Jul","2:40 PM","9-12 semi","CAPISTRANO VALLEY HS 2","115","L97-ASA","11","L91-CORONADO","1","133","136","10C-115","","","au_9-12 semi","","","","","","","","","","",""
"20-Jul","3:30 PM","9-12 semi","CAPISTRANO VALLEY HS 2","118","L100-A TOWN","11","L94-CARMEL","10","133","136","10C-118","","","au_9-12 semi","","","","","","","","","","",""
"20-Jul","4:20 PM","Play-in","CAPISTRANO VALLEY HS 2","121","L103-AQUATEX","1","W109-WEST VALLEY","7","127","139","10C-121","","","au_Play-in","","","","","","","","","","",""
