"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","5-5-5-5","","","","","","","","","","","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","EL TORO HS 1","45","ag_A2-TROJAN SOUTH","11","ag_A3-680 RED","5","","","10CX-045","","","ag_Group","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","EL TORO HS 1","47","ag_D2-OCWPC RED","5","ag_D3-TROJAN NORTH B","6","","","10CX-047","","","ag_Group","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","EL TORO HS 1","49","ag_B2- SANTA BARBARA WPC B","11","ag_B3-VALLEY UNITED","7","","","10CX-049","","","ag_Group","","","","","","","","","","",""
"19-Jul","5:00 PM","Group","EL TORO HS 1","51","ag_C2-LB VIKING","15","ag_C3-LOYOLA","8","","","10CX-051","","","ag_Group","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","OCEAN VIEW HS 2","30","bz_A2-YOLO B","23","bz_A4-MAC","2","","","10CX-030","","","bz_Group","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","OCEAN VIEW HS 2","32","bz_A3-LAGUNA MAROON","16","bz_A5-TITANS","6","","","10CX-032","","","bz_Group","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","OCEAN VIEW HS 2","34","bz_B1-BURLINGAME","3","bz_B3-ROSE BOWL BLACK","15","","","10CX-034","","","bz_Group","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","OCEAN VIEW HS 2","36","bz_B2-FOOTHILL BLACK B","13","bz_B5-SANTA BARBARA WPC 8U","7","","","10CX-036","","","bz_Group","","","","","","","","","","",""
"","","","","","","","","","","","","no game","","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","OCEAN VIEW HS 2","40","bz_A4-MAC","4","bz_A1-SD SHORES B","14","","","10CX-040","","","bz_Group","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","OCEAN VIEW HS 2","42","bz_A5-TITANS","0","bz_A2-YOLO B","21","","","10CX-042","","","bz_Group","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","OCEAN VIEW HS 2","44","bz_B3-ROSE BOWL BLACK","22","bz_B5-SANTA BARBARA WPC 8U","2","","","10CX-044","","","bz_Group","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","OCEAN VIEW HS 2","46","bz_B1-BURLINGAME","12","bz_B4-DIABLO ALLIANCE B","13","","","10CX-046","","","bz_Group","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","OCEAN VIEW HS 2","50","bz_A1-SD SHORES B","8","bz_A3-LAGUNA MAROON","10","","","10CX-050","","","bz_Group","","","","","","","","","","",""
"","","","","","","","","","","","","no game","","","","","","","","","","","","",""
"Mon, July 20","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","5-8 v 9-12","OCEAN VIEW HS 2","53","2nd ag_D-OCWPC RED","11","3rd ag_C-NGEN	","4","63","69","10CX-053","","","ag_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","8:50 AM","5-8 v 9-12","OCEAN VIEW HS 2","55","2nd ag_A-680 RED","9","3rd ag_B-VALLEY UNITED","12","63","69","10CX-055","","","ag_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","9:40 AM","5-8 v 9-12","OCEAN VIEW HS 2","57","2nd ag_C-LOYOLA","12","3rd ag_D-TSUNAMI","6","67","71","10CX-057","","","ag_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","10:30 AM","5-8 v 9-12","OCEAN VIEW HS 2","59","2nd ag_B-SANTA BARBARA WPC B","2","3rd ag_A-NEWPORT BEACH","8","67","71","10CX-059","","","ag_5-8 v 9-12","","","","","","","","","","",""
"20-Jul","11:20 AM","1-2 v 3-4","OCEAN VIEW HS 2","61","1st ag_B-PATRIOT RED","14","1st ag_C-LB VIKING","8","80","73","10CX-061","","","ag_1-2 v 3-4","","","","","","","","","","",""
"20-Jul","12:10 PM","5-6 v 7-8","OCEAN VIEW HS 2","63","W53-OCWPC RED","12","W55-VALLEY UNITED","9","73","85","10CX-063","","","ag_5-6 v 7-8","","","","","","","","","","",""
"20-Jul","1:00 PM","1-2 v 3-4","OCEAN VIEW HS 2","65","1st ag_A-TROJAN SOUTH","8","1st ag_D-TROJAN NORTH B","13","79","75","10CX-065","","","ag_1-2 v 3-4","","","","","","","","","","",""
"20-Jul","1:50 PM","5-6 v 7-8","OCEAN VIEW HS 2","67","W57-LOYOLA","9","W59-NEWPORT BEACH","4","75","85","10CX-067","","","ag_5-6 v 7-8","","","","","","","","","","",""
"20-Jul","2:40 PM","9-12 semi","OCEAN VIEW HS 2","69","L55-680 RED","12","L53-NGEN	","3","82","81","10CX-069","","","ag_9-12 semi","","","","","","","","","","",""
"20-Jul","3:30 PM","9-12 semi","OCEAN VIEW HS 2","71","L59-SANTA BARBARA WPC B","9","L57-TSUNAMI","12","82","81","10CX-071","","","ag_9-12 semi","","","","","","","","","","",""
"20-Jul","4:20 PM","qtr final","OCEAN VIEW HS 2","73","L61-LB VIKING","14","W63-OCWPC RED","9","79","86","10CX-073","","","ag_qtr final","","","","","","","","","","",""
"20-Jul","5:10 PM","qtr final","OCEAN VIEW HS 2","75","L65-TROJAN SOUTH","9","W67-LOYOLA","15","80","86","10CX-075","","","ag_qtr final","","","","","","","","","","",""
"","","","EL TORO HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","Group","EL TORO HS 1","54","bz_B5-SANTA BARBARA WPC 8U","16","bz_B1-BURLINGAME","15","","","10CX-054","","","bz_Group","","","","","","","","","","",""
"20-Jul","8:50 AM","Group","EL TORO HS 1","56","bz_B4-DIABLO ALLIANCE B","7","bz_B2-FOOTHILL BLACK B","9","","","10CX-056","","","bz_Group","","","","","","","","","","",""
"","","","","","","","","","","","","no game","","","","","","","","","","","","",""
"20-Jul","10:30 AM","Group","EL TORO HS 1","60","bz_A4-MAC","11","bz_A5-TITANS","8","","","10CX-060","","","bz_Group","","","","","","","","","","",""
"20-Jul","11:20 AM","Group","EL TORO HS 1","62","bz_A2-YOLO B","16","bz_A3-LAGUNA MAROON","9","","","10CX-062","","","bz_Group","","","","","","","","","","",""
"20-Jul","12:10 PM","Group","EL TORO HS 1","64","bz_B1-BURLINGAME","9","bz_B2-FOOTHILL BLACK B","14","","","10CX-064","","","bz_Group","","","","","","","","","","",""
"20-Jul","1:00 PM","Group","EL TORO HS 1","66","bz_B3-ROSE BOWL BLACK","11","bz_B4-DIABLO ALLIANCE B","0","","","10CX-066","","","bz_Group","","","","","","","","","","",""
"","","","","","","","","","","","","no game","","","","","","","","","","","","",""
"20-Jul","2:40 PM","Group","EL TORO HS 1","70","bz_A5-TITANS","7","bz_A1-SD SHORES B","15","","","10CX-070","","","bz_Group","","","","","","","","","","",""
"20-Jul","3:30 PM","Group","EL TORO HS 1","72","bz_A3-LAGUNA MAROON","14","bz_A4-MAC","6","","","10CX-072","","","bz_Group","","","","","","","","","","",""
"20-Jul","4:20 PM","Group","EL TORO HS 1","74","bz_B3-ROSE BOWL BLACK","17","bz_B2-FOOTHILL BLACK B","5","","","10CX-074","","","bz_Group","","","","","","","","","","",""
"20-Jul","5:10 PM","Group","EL TORO HS 1","76","bz_B5-SANTA BARBARA WPC 8U","6","bz_B4-DIABLO ALLIANCE B","13","","","10CX-076","","","bz_Group","","","","","","","","","","",""
"20-Jul","6:00 PM","Group","EL TORO HS 1","98","bz_A1-SD SHORES B","4","bz_A2-YOLO B","10","","","10CX-098","","","bz_Group","","","","","","","","","","",""
"Tue, July 21","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","Place","OCEAN VIEW HS 2","85","L63-VALLEY UNITED","7","L67-NEWPORT BEACH","4","ag_7th","ag_8th","10CX-085","","","ag_ag_7th","","","","","","","","","","",""
"21-Jul","8:00 AM","Place","OCEAN VIEW HS 2","86","L73-OCWPC RED","10","L75-TROJAN SOUTH","7","ag_5th","ag_6th","10CX-086","","","ag_ag_5th","","","","","","","","","","",""
"21-Jul","9:00 AM","Place","OCEAN VIEW HS 2","88","4th bz_A-MAC","11","4th bz_B-SANTA BARBARA WPC 8U","7","bz_7th","bz_8th","10CX-088","","","bz_bz_7th","","","","","","","","","","",""
"21-Jul","10:00 AM","Place","OCEAN VIEW HS 2","81","L69-NGEN	","3","L71-SANTA BARBARA WPC B","12","ag_11th","ag_12th","10CX-081","","","ag_ag_11th","","","","","","","","","","",""
"21-Jul","11:00 AM","Place","OCEAN VIEW HS 2","82","W69-680 RED","9","W71-TSUNAMI","12","ag_9th","ag_10th","10CX-082","","","ag_ag_9th","","","","","","","","","","",""
"21-Jul","12:00 PM","Place","OCEAN VIEW HS 2","83","3rd bz_A-SD SHORES B","14","3rd bz_B-DIABLO ALLIANCE B","9","bz_5th","bz_6th","10CX-083","","","bz_bz_5th","","","","","","","","","","",""
"21-Jul","1:00 PM","Place","OCEAN VIEW HS 2","84","5th bz_A-TITANS","9","5th bz_B-BURLINGAME","11","bz_9th","bz_10th","10CX-084","","","bz_bz_9th","","","","","","","","","","",""
"","","","EL TORO HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","Semi","EL TORO HS 1","77","1st bz_A-YOLO B","19","2nd bz_B-FOOTHILL BLACK","1","90","89","10CX-077","","","bz_Semi","","","","","","","","","","",""
"21-Jul","8:00 AM","Semi","EL TORO HS 1","78","1st bz_B-ROSE BOWL BLACK","10","2nd bz_A-LAGUNA MAROON","3","90","89","10CX-078","","","bz_Semi","","","","","","","","","","",""
"21-Jul","11:00 AM","Place","EL TORO HS 1","89","L77-FOOTHILL BLACK","7","L78-LAGUNA MAROON","14","bz_3rd","bz_4th","10CX-089","","","bz_bz_3rd","","","","","","","","","","",""
"21-Jul","12:00 PM","Place","EL TORO HS 1","90","W77-YOLO B","7","W78-ROSE BOWL BLACK","6","bz_1st","bz_2nd","10CX-090","","","bz_bz_1st","","","","","","","","","","",""
"","","","EL TORO HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","Semi","EL TORO HS 2","79","W65-TROJAN NORTH B","6","W73-LB VIKING","16","92","91","10CX-079","","","ag_Semi","","","","","","","","","","",""
"21-Jul","10:00 AM","Place","EL TORO HS 2","91","L79-TROJAN NORTH B","12","L80-LOYOLA","13","ag_3rd","ag_4th","10CX-091","","","ag_ag_3rd","","","","","","","","","","",""
"21-Jul","11:00 AM","Place","EL TORO HS 2","92","W79-LB VIKING","5","W80-PATRIOT RED","16","ag_1st","ag_2nd","10CX-092","","","ag_ag_1st","","","","","","","","","","",""
"","","","EL TORO HS 3","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","7:00 AM","Semi","EL TORO HS 3","80","W61-PATRIOT RED","14","W75-LOYOLA","7","92","91","10CX-080","","","ag_Semi","","","","","","","","","","",""
"","","bz_Place","","","","","","","","","","","","","","","","","","","","","","",""
"","","1st","W90-YOLO B","","","","","","","","","","","","","","","","","","","","","",""
"","","2nd","L90-ROSE BOWL BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","3rd","W89-LAGUNA MAROON","","","","","","","","","","","","","","","","","","","","","",""
"","","4th","L89-FOOTHILL BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","5th","W83-SD SHORES B","","","","","","","","","","","","","","","","","","","","","",""
"","","6th","L83-DIABLO ALLIANCE B","","","","","","","","","","","","","","","","","","","","","",""
"","","7th","W88-MAC","","","","","","","","","","","","","","","","","","","","","",""
"","","8th","L88-SANTA BARBARA WPC 8U","","","","","","","","","","","","","","","","","","","","","",""
"","","9th","W84-BURLINGAME","","","","","","","","","","","","","","","","","","","","","",""
"","","10th","L84-TITANS","","","","","","","","","","","","","","","","","","","","","",""
