Day 1,HOT! RESULTS,SUBMIT SCORES!,Quarter Lengths by Day,,,,,,,,,,,,,,,,,,,,,
"Thu, July 30",,,6-6-7-7,,,,,,,,,,,,,,,,,,,,,
30-Jul,2:10 PM,"A bracket A1,A2",LEWISVILLE ISD EASTSIDE 1,29,A1(1)-GLADIATORS,,A2(16)-VP HILL COUNTRY,,,,14B-029,,,,,,,,,,,,,
30-Jul,3:00 PM,"B bracket B1,B2",LEWISVILLE ISD EASTSIDE 1,30,B1(2)-TEAM ORLANDO,,B2(15)-NORTHEAST ELITE,,,,14B-030,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul,4:40 PM,2v3 cross W to top 16 2A/3H,LEWISVILLE ISD EASTSIDE 1,41,2ndA-,,W#21(3rd H),,K3,R4,14B-041,,,,,,,,,,,,,start 9:30am
30-Jul,5:30 PM,2v3 cross W to top 16 2D/3E,LEWISVILLE ISD EASTSIDE 1,44,2ndD-,,3rdE-,,M3,R3,14B-044,,,,,,,,,,,,,
30-Jul,6:20 PM,2v3 cross W to top 16 2B/3G,LEWISVILLE ISD EASTSIDE 1,42,2ndB-,,W#22(3rdG),,J3,P4,14B-042,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,LEWISVILLE ISD EASTSIDE 2,,C F G,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
30-Jul,7:30 AM,"F bracket F1,F3",LEWISVILLE ISD EASTSIDE 2,7,F1(6)-NORCO,,F3(22)-STORM MONSOONS,,,,14B-007,,,,,,,,,,,,,
30-Jul,8:20 AM,W/L G1/G4,LEWISVILLE ISD EASTSIDE 2,6,G1(7)-MIAMI WOLVERINES,,G4(26)-PEGASUS RED,,26,22,14B-006,,,,,,,,,,,,,
30-Jul,9:10 AM,W/L G2/G3,LEWISVILLE ISD EASTSIDE 2,10,G2(10)-PEAK POLO,,G3(23)-KRAKEN SATX,,26,22,14B-010,,,,,,,,,,,,,
30-Jul,10:00 AM,"F bracket F2,F3",LEWISVILLE ISD EASTSIDE 2,11,F2(11)-RISE,,F3(22)-STORM MONSOONS,,,,14B-011,,,,,,,,,,,,,start 9:30am
30-Jul,10:50 AM,3rd/4thG,LEWISVILLE ISD EASTSIDE 2,22,L6,,L10,,42,R5,14B-022,,,,,,,,,,,,,
30-Jul,11:40 AM,1st/2ndG,LEWISVILLE ISD EASTSIDE 2,26,W6,,W10,,K2,46,14B-026,,,,,,,,,,,,,
30-Jul,12:30 PM,"F bracket F1,F2",LEWISVILLE ISD EASTSIDE 2,27,F1(6)-NORCO,,F2(11)-RISE,,,,14B-027,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul,3:00 PM,2v3 cross W to top 16 2C/3F,LEWISVILLE ISD EASTSIDE 2,43,2ndC-,,3rdF-,,N3,P3,14B-043,,,,,,,,,,,,,
30-Jul,3:50 PM,2v3 cross W to top 16 3C/2F,LEWISVILLE ISD EASTSIDE 2,47,3rdC-,,2ndF-,,K4,R2,14B-047,,,,,,,,,,,,,
30-Jul,4:40 PM,2v3 cross W to top 16 3A/2H,LEWISVILLE ISD EASTSIDE 2,45,3rdA-,,L#25(2nd H),,N4,P1,14B-045,,,,,,,,,,,,,start 9:30am
30-Jul,5:30 PM,2v3 cross W to top 16 3D/2E,LEWISVILLE ISD EASTSIDE 2,48,3rdD-,,2ndE-,,J4,P2,14B-048,,,,,,,,,,,,,
30-Jul,6:20 PM,2v3 cross W to top 16 3B/2G,LEWISVILLE ISD EASTSIDE 2,46,3rdB-,,L#26 (2ndG),,M4,R1,14B-046,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,TWU,,C D E,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
30-Jul,7:30 AM,"C bracket C1,C3",TWU,3,C1(3)-HOUSTON HYDRA,,C3(19)-Z TOWN,,,,14B-003,"C bracket C1,C3",,,,,,,,,,,,
30-Jul,8:20 AM,"D bracket D1,D3",TWU,4,D1(4)-CHICAGO PARKS DISTRICT,,D3(20)-FLEET,,,,14B-004,"D bracket D1,D3",,,,,,,,,,,,
30-Jul,9:10 AM,E bracket E2/E3,TWU,20,E2(12)-SLAP,,E3(21)-DISTRICT BLOSSOMS,,,,14B-020,E bracket E2/E3,,,,,,,,,,,,
30-Jul,10:00 AM,"C bracket C2,C3",TWU,15,C2(14)-WEST SUBURBAN,,C3(19)-Z TOWN,,,,14B-015,"C bracket C2,C3",,,,,,,,,,,,
30-Jul,10:50 AM,D bracket D2/D3,TWU,16,D2(13)-SIERRA NEVADA,,D3(20)-FLEET,,,,14B-016,D bracket D2/D3,,,,,,,,,,,,
30-Jul,11:40 AM,"E bracket E1,E3",TWU,8,E1(5)-ALAMO,,E3(21)-DISTRICT BLOSSOMS,,,,14B-008,"E bracket E1,E3",,,,,,,,,,,,
30-Jul,12:30 PM,"C bracket C1,C2",TWU,31,C1(3)-HOUSTON HYDRA,,C2(14)-WEST SUBURBAN,,,,14B-031,"C bracket C1,C2",,,,,,,,,,,,
30-Jul,1:20 PM,"D bracket D1,D2",TWU,32,D1(4)-CHICAGO PARKS DISTRICT,,D2(13)-SIERRA NEVADA,,,,14B-032,"D bracket D1,D2",,,,,,,,,,,,
30-Jul,2:10 PM,"E bracket E1,E2",TWU,28,E1(5)-ALAMO,,E2(12)-SLAP,,,,14B-028,"E bracket E1,E2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Day 2,,,,,,,,,,,,,,,,,,,,,,,,
"Fri, July 31",6 minute quarters,,,,,,,,,,,,,,,,,,,,,,,
,Platinum 16 Teams,,,,,,,,,,,,,,,,,,,,,,,
,J,K,M,N,,,,,,,,,,,,,,,,,,,,
1,J1(1stA)-,K1(1stB)-,M1(1stC)-,N1(1stD)-,KAHUNA EVENTS,,,,,,,,,,,,,,,,,,,
2,J2(1stH)(W#25),K2(1stG)(W#26),M2(1st F)-,N2(1stE)-,BRACKET BREAKER PROGRAM,,,,,,,,Five team:,Five team:,,,,,,,,,,
3,J3(W#42)(B/G),K3(W#41)(A/H),M3(W#45)(D/E),N3(W#43)(C/F),CLICK HERE,,,,,,,,Day 2 P bracket:,Day 2 R bracket:,,,,,,,,,,
,J4(W#48)(D/E),K4(W#47)(C/F),M4(W#46)(B/G),N4(W#45)(A/H),,,,,,,,,P1v3,R1v3,,,,,,,,,,
,,,,,,,,,,,,,P2v4,R2v4,,,,,,,,,,
,Gold 11 Teams,,,,,,,,,,,,,,,,,,,,,,,
,P,R,,,,,,,,,,,P3v5,R3v5,,,,,,,,,,
,P1(L#45)(A/H)(17),R1(L#46)(B/G)(18),17,18,,,,,,,,,P1v4,R1v4,,,,,,,,,,
,P2(L#48)(D/E)(20),R2(L#47)(C/F)(19),20,19,,,,,,,,,,,,,,,,,,,,
,P3(L#43)(C/F)(22),R3(L#44)(D/E)(21),21,22,,,,,,,,,,,,,,,,,,,,
,P4(L#42)(B/G)(23),R4(L#41)(A/H)(24),23,24,,,,,,,,,P2v5,R2v5,,,,,,,,,,
,P5(L#21)(4thH)(17),R5(L#22)(4thG)(26),25,26,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pt_,,,,,,,,,,,,,
,,,LEWISVILLE ISD EASTSIDE 1,,,,,,,,au_,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
31-Jul,7:30 AM,W/L J1/J4,LEWISVILLE ISD EASTSIDE 1,49,J1(1stA)-,,J4(W#48)(D/E),,61,64,14B-049,pt_W/L J1/J4,,,,,,,,,,,,
31-Jul,8:20 AM,W/L J2/J3,LEWISVILLE ISD EASTSIDE 1,52,J2(1stH)(W#25),,J3(W#42)(B/G),,61,64,14B-052,pt_W/L J2/J3,,,,to Garland,,,,,,,,
31-Jul,9:10 AM,W/L N1/N4,LEWISVILLE ISD EASTSIDE 1,55,N1(1stD)-,,N4(W#45)(A/H),,67,70,14B-055,pt_W/L N1/N4,,,,to Garland,,,,,,,,
31-Jul,10:00 AM,W/L N2/N3,LEWISVILLE ISD EASTSIDE 1,58,N2(1stE)-,,N3(W#43)(C/F),,67,70,14B-058,pt_W/L N2/N3,,,,,,,,,,,,
31-Jul,10:50 AM,1/2 J,LEWISVILLE ISD EASTSIDE 1,61,W49,,W52,,S1,T2,14B-061,pt_1/2 J,,,,,,,,,,,,
31-Jul,11:40 AM,3/4 J,LEWISVILLE ISD EASTSIDE 1,64,L49,,L52,,U3,V4,14B-064,pt_3/4 J,,,,,,,,,,,,
31-Jul,12:30 PM,1/2 N,LEWISVILLE ISD EASTSIDE 1,67,W55,,W58,,S4,T1,14B-067,pt_1/2 N,,,,,,,,,,,,
31-Jul,1:20 PM,3/4 N,LEWISVILLE ISD EASTSIDE 1,70,L55,,L58,,U4,V1,14B-070,pt_3/4 N,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,LEWISVILLE ISD EASTSIDE 2,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
31-Jul,7:30 AM,W/L K1/K4,LEWISVILLE ISD EASTSIDE 2,50,K1(1stB)-,,K4(W#47)(C/F),,62,65,14B-050,pt_W/L K1/K4,,,,,,,,,,,,
31-Jul,8:20 AM,W/L K2/K3,LEWISVILLE ISD EASTSIDE 2,53,K2(1stG)(W#26),,K3(W#41)(A/H),,62,65,14B-053,pt_W/L K2/K3,,,,,,,,,,,,
31-Jul,9:10 AM,W/L M1/M4,LEWISVILLE ISD EASTSIDE 2,56,M1(1stC)-,,M4(W#46)(B/G),,68,71,14B-056,pt_W/L M1/M4,,,,,,,,,,,,
31-Jul,10:00 AM,W/L M2/M3,LEWISVILLE ISD EASTSIDE 2,59,M2(1st F)-,,M3(W#45)(D/E),,68,71,14B-059,pt_W/L M2/M3,,,,,,,,,,,,
31-Jul,10:50 AM,1st/2ndK,LEWISVILLE ISD EASTSIDE 2,62,W50,,W53,,S2,U2,14B-062,pt_1st/2ndK,,,,,,,,,,,,
31-Jul,11:40 AM,3rd/4thK,LEWISVILLE ISD EASTSIDE 2,65,L50,,L53,,T3,V3,14B-065,pt_3rd/4thK,,,,,,,,,,,,
31-Jul,12:30 PM,1st/2ndM,LEWISVILLE ISD EASTSIDE 2,68,W56,,W59,,S3,U1,14B-068,pt_1st/2ndM,,,,,,,,,,,,
31-Jul,1:20 PM,3rd/4thM,LEWISVILLE ISD EASTSIDE 2,71,L56,,L59,,T4,V2,14B-071,pt_3rd/4thM,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,DENTON ISD,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
31-Jul,7:30 AM,"P bracket P1,P3",DENTON ISD,63,P1(L#45)(A/H)(17),,P3(L#43)(C/F)(22),,RR,RR,14B-063,"au_P bracket P1,P3",,,,,,,,,,,,
31-Jul,8:20 AM,"P bracket P2,P4",DENTON ISD,66,P2(L#48)(D/E)(20),,P4(L#42)(B/G)(23),,RR,RR,14B-066,"au_P bracket P2,P4",,,,,,,,,,,,
31-Jul,9:10 AM,"R bracket R1,R3",DENTON ISD,51,R1(L#46)(B/G)(18),,R3(L#44)(D/E)(21),,RR,RR,14B-051,"au_R bracket R1,R3",,,,,,,,,,,,
31-Jul,10:00 AM,"R bracket R2,R4",DENTON ISD,54,R2(L#47)(C/F)(19),,R4(L#41)(A/H)(24),,RR,RR,14B-054,"au_R bracket R2,R4",,,,,,,,,,,,
31-Jul,10:50 AM,"P bracket P2,P5",DENTON ISD,74,P2(L#48)(D/E)(20),,P5(L#21)(4thH)(17),,RR,RR,14B-074,"au_P bracket P2,P5",,,,,,,,,,,,
31-Jul,11:40 AM,"R bracket R2,R5",DENTON ISD,60,R2(L#47)(C/F)(19),,R5(L#22)(4thG)(26),,RR,RR,14B-060,"au_R bracket R2,R5",,,,,,,,,,,,
31-Jul,12:30 PM,"P bracket P1,P4",DENTON ISD,72,P1(L#45)(A/H)(17),,P4(L#42)(B/G)(23),,RR,RR,14B-072,"au_P bracket P1,P4",,,,,,,,,,,,
31-Jul,1:20 PM,"P bracket P3,P5",DENTON ISD,69,P3(L#43)(C/F)(22),,P5(L#21)(4thH)(17),,RR,RR,14B-069,"au_P bracket P3,P5",,,,,,,,,,,,
31-Jul,2:10 PM,"R bracket R1,R4",DENTON ISD,78,R1(L#46)(B/G)(18),,R4(L#41)(A/H)(24),,RR,RR,14B-078,"au_R bracket R1,R4",,,,,,,,,,,,
31-Jul,3:00 PM,"R bracket R3,R5",DENTON ISD,75,R3(L#44)(D/E)(21),,R5(L#22)(4thG)(26),,RR,RR,14B-075,"au_R bracket R3,R5",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Platinum,,,,,,,,,,,,,,,,,,,,,,,,
S,T,U,V,,,,,,,,,,,,,,,,,,,,,
S1(W#61)(1st J),T1(L#67)(2ndN),U1(L#68)(2ndM),V1(L#70)(4thN),,,,,,,,,,,,,,,,,,,,,
S2(W#62)(1st K),T2(L#61)(2ndJ),U2(L#62)(2ndK),V2(L#71)(4thM),,,,,,,,,,,,,,,,,,,,,
S3(W#68)(1st M),T3(W#65)(3rdK),U3(W#64)(3rdJ),V3(L#65)(4thK),,,,,,,,,,,,,,,,,,,,,
S4(W#67)(1st N),T4(W#71)(3rdM),U4(W#70)(3rdN),V4(L#64)(4thJ),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Day 3,7 minute quarters,,,,,,,,,,,,,,,,,,,,,,,
1-Aug,,,,,,,,,,,,,,,,,,,,,,,,
,,,LEWISVILLE ISD EASTSIDE 1,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
1-Aug,9:30 AM,"Win to top 8, Lose to bottom 8",LEWISVILLE ISD EASTSIDE 1,83,T1(L#67)(2ndN),,T4(W#71)(3rdM),,98,101,14B-083,"pt_Win to top 8, Lose to bottom 8",Day 3 P bracket:,Day 3 R bracket:,,,,,,,,,,
1-Aug,10:30 AM,"Win to top 8, Lose to bottom 8",LEWISVILLE ISD EASTSIDE 1,86,T2(L#61)(2ndJ),,T3(W#65)(3rdK),,98,101,14B-086,"pt_Win to top 8, Lose to bottom 8",P4v5,R4v5,,,,,,,,,,
1-Aug,11:30 AM,win to semis,LEWISVILLE ISD EASTSIDE 1,90,S1(W#61)(1st J),,S4(W#67)(1st N),,115,111,14B-090,pt_win to semis,,,,,,,,,,,,
1-Aug,12:30 PM,13-16 RR,LEWISVILLE ISD EASTSIDE 1,93,V2(L#71)(4thM),,V3(L#65)(4thK),,RR,RR,14B-093,pt_13-16 RR,,,,,,,,,,,,
1-Aug,1:30 PM,Lose to 7th,LEWISVILLE ISD EASTSIDE 1,98,W83,,W86,,110,119,14B-098,pt_Lose to 7th,P1v2,R1v2,,,,,,,,,,
1-Aug,2:30 PM,9-12 semi,LEWISVILLE ISD EASTSIDE 1,101,L83,,L86,,124,125,14B-101,pt_9-12 semi,,,,,,,,,,,,
1-Aug,3:30 PM,13-16 RR,LEWISVILLE ISD EASTSIDE 1,105,V2(L#71)(4thM),,V4(L#64)(4thJ),,RR,RR,14B-105,pt_13-16 RR,,,,,,,,,,,,
1-Aug,4:30 PM,"win to semis, Lose to 5th",LEWISVILLE ISD EASTSIDE 1,110,L89,,W98,,115,118,14B-110,"pt_win to semis, Lose to 5th",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,LEWISVILLE ISD EASTSIDE 2,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
1-Aug,9:30 AM,"Win to top 8, Lose to bottom 8",LEWISVILLE ISD EASTSIDE 2,84,U1(L#68)(2ndM),,U4(W#70)(3rdN),,99,102,14B-084,"pt_Win to top 8, Lose to bottom 8",,,,,,,,,,,,
1-Aug,10:30 AM,"Win to top 8, Lose to bottom 8",LEWISVILLE ISD EASTSIDE 2,87,U2(L#62)(2ndK),,U3(W#64)(3rdJ),,99,102,14B-087,"pt_Win to top 8, Lose to bottom 8",,,,,,,,,,,,
1-Aug,11:30 AM,win to semis,LEWISVILLE ISD EASTSIDE 2,89,S2(W#62)(1st K),,S3(W#68)(1st M),,116,110,14B-089,pt_win to semis,P2v3,R2v3,,,,,,,,,,
1-Aug,12:30 PM,13-16 RR,LEWISVILLE ISD EASTSIDE 2,104,V1(L#70)(4thN),,V4(L#64)(4thJ),,RR,RR,14B-104,pt_13-16 RR,,,,,,,,,,,,
1-Aug,1:30 PM,Lose to 7th,LEWISVILLE ISD EASTSIDE 2,99,W84,,W87,,111,119,14B-099,pt_Lose to 7th,,,,,,,,,,,,
1-Aug,2:30 PM,9-12 semi,LEWISVILLE ISD EASTSIDE 2,102,L84,,L87,,124,125,14B-102,pt_9-12 semi,,,,,,,,,,,,
1-Aug,3:30 PM,13-16 RR,LEWISVILLE ISD EASTSIDE 2,92,V1(L#70)(4thN),,V3(L#65)(4thK),,RR,RR,14B-092,pt_13-16 RR,,,,,,,,,,,,
1-Aug,4:30 PM,"win to semis, Lose to 5th",LEWISVILLE ISD EASTSIDE 2,111,L90,,W99,,116,118,14B-111,"pt_win to semis, Lose to 5th",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,SMU 1,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
1-Aug,7:30 AM,"R bracket R2,R3",SMU 1,85,R2(L#47)(C/F)(19),,R3(L#44)(D/E)(21),,RR,RR,14B-085,"au_R bracket R2,R3",P1v5,R1v5,,,,,,,,,,
1-Aug,8:30 AM,"R bracket R1,R5",SMU 1,88,R1(L#46)(B/G)(18),,R5(L#22)(4thG)(26),,RR,RR,14B-088,"au_R bracket R1,R5",P3v4,R3v4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1-Aug,12:30 PM,"R bracket R1,R2",SMU 1,113,R1(L#46)(B/G)(18),,R2(L#47)(C/F)(19),,RR,RR,14B-113,"au_R bracket R1,R2",,,,,,,,,,,,
1-Aug,1:30 PM,"R bracket R3,R4",SMU 1,112,R3(L#44)(D/E)(21),,R4(L#41)(A/H)(24),,RR,RR,14B-112,"au_R bracket R3,R4",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1-Aug,3:30 PM,"R bracket R4,R5",SMU 1,109,R4(L#41)(A/H)(24),,R5(L#22)(4thG)(26),,RR,RR,14B-109,"au_R bracket R4,R5",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,SMU 2,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
1-Aug,7:30 AM,"P bracket P2,P3",SMU 2,94,P2(L#48)(D/E)(20),,P3(L#43)(C/F)(22),,RR,RR,14B-094,"au_P bracket P2,P3",,,,,,,,,,,,
1-Aug,8:30 AM,"P bracket P1,P5",SMU 2,100,P1(L#45)(A/H)(17),,P5(L#21)(4thH)(17),,RR,RR,14B-100,"au_P bracket P1,P5",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1-Aug,12:30 PM,"P bracket P4,P5",SMU 2,91,P4(L#42)(B/G)(23),,P5(L#21)(4thH)(17),,RR,RR,14B-091,"au_P bracket P4,P5",,,,,,,,,,,,
1-Aug,1:30 PM,"P bracket P1,P2",SMU 2,114,P1(L#45)(A/H)(17),,P2(L#48)(D/E)(20),,RR,RR,14B-114,"au_P bracket P1,P2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1-Aug,3:30 PM,"P bracket P3,P4",SMU 2,106,P3(L#43)(C/F)(22),,P4(L#42)(B/G)(23),,RR,RR,14B-106,"au_P bracket P3,P4",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
W 1st-10th,X 1st-10th,,,,,,,,,,,,,,,,,,,,,,,
W1(1stP)-,X1(1stR)-,,,,,,,,,,,,,,,,,,,,,,,
W2(2ndP)-,X2(2ndR)-,,,,,,,,,,,,,,,,,,,,,,,
W3(3rdP)-,X3(3rdR)-,,,,,,,,,,,,,,,,,,,,,,,
W4(4thP)-,X4(4thR)-,,,,,,,,,,,,,,,,,,,,,,,
W5(5thP)-,X5(5thR)-,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Day 4,,,,,,,,,,,,,,,,,,,,,,,,
2-Aug,7 minute quarters,,,,,,,,,,,,,,,,,,,,,,,
,,,LEWISVILLE ISD EASTSIDE 1,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
2-Aug,8:30 AM,Semi,LEWISVILLE ISD EASTSIDE 1,115,W90,,W110,,127,129,14B-115,pt_Semi,,,,,,,,,,,,
2-Aug,9:30 AM,3rd,LEWISVILLE ISD EASTSIDE 1,128,W2(2ndP)-,,X2(2ndR)-,,3rd,4th,14B-128,au_3rd,,,,,,,,,,,,
2-Aug,10:30 AM,1st,LEWISVILLE ISD EASTSIDE 1,130,W1(1stP)-,,X1(1stR)-,,1st,2nd,14B-130,au_1st,,,,,,,,,,,,
2-Aug,11:30 AM,5th,LEWISVILLE ISD EASTSIDE 1,123,W3(3rdP)-,,X3(3rdR)-,,5th,6th,14B-123,au_5th,,,,,,,,,,,,
2-Aug,12:30 PM,7th,LEWISVILLE ISD EASTSIDE 1,120,W4(4thP)-,,X4(4thR)-,,7th,8th,14B-120,au_7th,,,,,,,,,,,,
2-Aug,1:30 PM,9th,LEWISVILLE ISD EASTSIDE 1,117,W5(5thP)-,,X5(5thR)-,,9th,10th,14B-117,au_9th,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,LEWISVILLE ISD EASTSIDE 2,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
2-Aug,8:30 AM,Semi,LEWISVILLE ISD EASTSIDE 2,116,W89,,W111,,127,129,14B-116,pt_Semi,,,,,,,,,,,,
2-Aug,9:30 AM,5th place,LEWISVILLE ISD EASTSIDE 2,118,L110,,L111,,5th,6th,14B-118,pt_5th place,,,,,,,,,,,,
2-Aug,10:30 AM,7th place,LEWISVILLE ISD EASTSIDE 2,119,L98,,L99,,7th,8th,14B-119,pt_7th place,,,,,,,,,,,,
2-Aug,11:30 AM,9th place,LEWISVILLE ISD EASTSIDE 2,124,W101,,W102,,9th,10th,14B-124,pt_9th place,,,,,,,,,,,,
2-Aug,12:30 PM,11th place,LEWISVILLE ISD EASTSIDE 2,125,L101,,L102,,11th,12th,14B-125,pt_11th place,,,,,,,,,,,,
2-Aug,1:30 PM,13-16 RR,LEWISVILLE ISD EASTSIDE 2,121,V1(L#70)(4thN),,V2(L#71)(4thM),,RR,RR,14B-121,pt_13-16 RR,,,,,,,,,,,,
2-Aug,2:30 PM,13-16 RR,LEWISVILLE ISD EASTSIDE 2,122,V3(L#65)(4thK),,V4(L#64)(4thJ),,RR,RR,14B-122,pt_13-16 RR,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,GARLAND ISD 2,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
2-Aug,12:30 PM,3rd,GARLAND ISD 2,129,L115,,L116,,3rd,4th,14B-129,pt_3rd,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID,,,,,,,,,,,,,
